Player,Value,Squad
Timo Becker,1.5,Holstein Kiel
Colin Kleine-Bekel,1.5,Holstein Kiel
Marco Komenda,0.8,Holstein Kiel
Patrick Erras,0.8,Holstein Kiel
Ivan Nekic,0.8,Holstein Kiel
Carl Johansson,0.5,Holstein Kiel
John Tolkin,2.5,Holstein Kiel
Tymoteusz Puchacz,1.5,Holstein Kiel
Dominik Javorcek,0.55,Holstein Kiel
Lasse Rosenboom,1.5,Holstein Kiel
Nicolai Remberg,3.0,Holstein Kiel
Marvin Schulz,0.7,Holstein Kiel
Armin Gigovic,3.0,Holstein Kiel
Magnus Knudsen,2.5,Holstein Kiel
Lewis Holtby,0.5,Holstein Kiel
Finn Porath,1.7,Holstein Kiel
Aurel Wagbe,0.1,Holstein Kiel
Andu Kelati,0.8,Holstein Kiel
Alexander Bernhardsson,3.0,Holstein Kiel
Shuto Machino,5.0,Holstein Kiel
Phil Harres,4.0,Holstein Kiel
Benedikt Pichler,1.5,Holstein Kiel
Steven Skrzybski,1.0,Holstein Kiel
Fiete Arp,0.8,Holstein Kiel
