Player,Value,Squad
Vitor Hugo,5.5,Bahia
Kanu,3.5,Bahia
Victor Cuesta,1.5,Bahia
David Duarte,1.2,Bahia
Marcos Victor,0.15,Bahia
Gabriel Xavier,0.1,Bahia
Dodô,0.0,Bahia
Gerald Anjos,0.0,Bahia
Daniel Costa,0.0,Bahia
Marcello,0.0,Bahia
Iago,5.5,Bahia
Luciano Juba,0.9,Bahia
Caio Roque,0.35,Bahia
Alex Júnior,0.0,Bahia
Lucas Cirilo,0.0,Bahia
Rafael Soares,0.0,Bahia
Ryan,0.0,Bahia
Gilberto,6.0,Bahia
Santiago Arias,3.0,Bahia
Cicinho,0.3,Bahia
André Dhominique,0.1,Bahia
Kauã Davi,0.0,Bahia
Nicolás Acevedo,5.0,Bahia
Caio Alexandre,2.5,Bahia
Rezende,0.75,Bahia
Diego Rosa,0.7,Bahia
Wellington Oliveira,0.0,Bahia
Paulo Souto,0.0,Bahia
Sidney Duarte,0.0,Bahia
Wendel Passos,0.0,Bahia
Jean Lucas,7.0,Bahia
Yago Felipe,2.5,Bahia
Miqueias,0.1,Bahia
Jota,0.0,Bahia
Guilherme Brito,0.0,Bahia
João Neres,0.0,Bahia
Everton Ribeiro,4.5,Bahia
Cauly,2.5,Bahia
Thaciano,0.8,Bahia
Roger Gabriel,0.0,Bahia
Pedrinho,0.0,Bahia
Carlos de Pena,4.0,Bahia
Rafael Ratão,2.5,Bahia
Biel,2.0,Bahia
Lucas Aruba,0.0,Bahia
Waliffer,0.0,Bahia
Ruan Pablo,0.0,Bahia
Tiago,0.0,Bahia
Ademir,4.5,Bahia
Vitinho,0.0,Bahia
Óscar Estupiñán,6.0,Bahia
Everaldo,0.9,Bahia
Luciano Rodríguez,0.3,Bahia
Everton Moraes,0.1,Bahia
João Coni,0.0,Bahia
Samuel,0.0,Bahia
Cleiton,5.5,RB Bragantino
Lucão,1.5,RB Bragantino
Fabrício,0.1,RB Bragantino
Rubens,0.0,RB Bragantino
Gustavo Reis,0.0,RB Bragantino
Léo Ortiz,7.5,RB Bragantino
Pedro Henrique,3.0,RB Bragantino
Lucas Cunha,2.5,RB Bragantino
Léo Realpe,1.0,RB Bragantino
Eduardo,0.9,RB Bragantino
Douglas Mendes,0.2,RB Bragantino
Marcos Paulo,0.15,RB Bragantino
Sergio Palacios,0.0,RB Bragantino
Isac,0.0,RB Bragantino
Kevyn Monteiro,0.0,RB Bragantino
Kauan,0.0,RB Bragantino
Luan Cândido,6.0,RB Bragantino
Juninho Capixaba,1.3,RB Bragantino
Guilherme Lopes,0.1,RB Bragantino
José Andrés Hurtado,1.5,RB Bragantino
Nathan Mendes,0.2,RB Bragantino
Danilo,0.0,RB Bragantino
Dija,0.0,RB Bragantino
Jadsom,3.0,RB Bragantino
Raul,2.0,RB Bragantino
Matheus Fernandes,1.5,RB Bragantino
Johan Caicedo,0.05,RB Bragantino
Caetano,0.0,RB Bragantino
Rafael Lima,0.0,RB Bragantino
Riquelme,0.0,RB Bragantino
Chumbinho,0.0,RB Bragantino
Eric Ramires,4.0,RB Bragantino
Lucas Evangelista,3.5,RB Bragantino
João Neto,0.15,RB Bragantino
Gustavo Neves,0.0,RB Bragantino
Marquinhos,0.0,RB Bragantino
Lincoln,6.0,RB Bragantino
Bruninho,1.5,RB Bragantino
Vitinho,0.5,RB Bragantino
Jhon Jhon,0.15,RB Bragantino
Gabriel Lopes,0.0,RB Bragantino
Alexandre Pena,0.0,RB Bragantino
Yuri Leles,0.0,RB Bragantino
Vitinho,5.0,RB Bragantino
Ivan Cavaleiro,2.0,RB Bragantino
Henry Mosquera,0.4,RB Bragantino
Rai,0.0,RB Bragantino
Talisson,0.0,RB Bragantino
Kelvin Flórez,0.0,RB Bragantino
Filipe,0.0,RB Bragantino
Vinicinho,0.0,RB Bragantino
Everton,0.0,RB Bragantino
Helinho,6.0,RB Bragantino
Ignacio Laquintana,1.0,RB Bragantino
Kawê,0.1,RB Bragantino
Vitinho Mota,0.0,RB Bragantino
Thiago Borbas,4.0,RB Bragantino
Eduardo Sasha,1.8,RB Bragantino
Arthur Sousa,0.15,RB Bragantino
João Tilápia,0.0,RB Bragantino
Juliano,0.0,RB Bragantino
Bento,6.0,Ath Paranaense
Léo Linck,0.1,Ath Paranaense
Mycael,0.1,Ath Paranaense
Gabriel Pereira,0.1,Ath Paranaense
Filipe,0.0,Ath Paranaense
Matheus Soares,0.0,Ath Paranaense
Pedro Henrique,3.0,Ath Paranaense
Mateo Gamarra,1.2,Ath Paranaense
Thiago Heleno,1.1,Ath Paranaense
Matheus Felipe,1.0,Ath Paranaense
Kaique Rocha,1.0,Ath Paranaense
Luan Patrick,0.5,Ath Paranaense
Marcos Victor,0.15,Ath Paranaense
Marcos Maia,0.0,Ath Paranaense
