Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Value,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT
Lennard Maloney,USA,MF,Mainz 05,24,16,10,786,8.700000000000001,0,0,0,0,0,0,2,0,0.3,0.3,0.0,0.4,2,14,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.05,3.5,0,13,4,1,0,13,14,0,3,0,0.0,0.34,0.0,0.0,0.0
Johan Manzambi,SUI,"FW,MF",Freiburg,18,11,4,335,3.7,2,1,3,2,0,0,2,0,1.3,1.3,0.4,1.8,7,10,12,0.54,0.27,0.81,0.54,0.81,0.36,0.12,0.47,0.36,0.47,8.0,0,7,7,0,5,4,3,0,11,3,27.3,2.96,0.81,0.18,0.67
Omar Marmoush,EGY,FW,Eint Frankfurt,25,17,17,1448,16.1,15,9,24,13,2,2,2,0,8.8,7.3,6.2,13.5,73,50,125,0.93,0.56,1.49,0.81,1.37,0.55,0.39,0.94,0.45,0.84,75.0,0,9,55,7,78,4,9,0,77,36,46.8,4.79,2.24,0.17,0.36
Giorgos Masouras,GRE,"FW,MF",Bochum,30,14,12,1055,11.7,2,1,3,2,0,0,1,0,3.9,3.9,1.1,5.0,26,19,82,0.17,0.09,0.26,0.17,0.26,0.33,0.09,0.43,0.33,0.43,2.0,0,12,10,15,27,4,10,0,30,15,50.0,2.56,1.28,0.07,0.13
Erhan Masovic,SRB,DF,Bochum,25,16,10,910,10.1,1,1,2,1,0,0,2,0,0.6,0.6,0.9,1.5,1,35,4,0.1,0.1,0.2,0.1,0.2,0.06,0.09,0.15,0.06,0.15,2.0,0,12,4,0,0,12,10,0,7,4,57.1,0.69,0.4,0.14,0.25
Igor Matanovic,CRO,FW,Eint Frankfurt,21,16,2,312,3.5,1,0,1,1,0,0,0,0,1.1,1.1,0.0,1.2,2,6,19,0.29,0.0,0.29,0.29,0.29,0.33,0.01,0.34,0.33,0.34,5.0,0,6,11,1,0,1,0,0,11,5,45.5,3.17,1.44,0.09,0.2
Chrislain Matsima,FRA,DF,Augsburg,22,30,28,2551,28.3,1,1,2,1,0,0,4,0,1.8,1.8,0.3,2.1,14,84,13,0.04,0.04,0.07,0.04,0.07,0.06,0.01,0.07,0.06,0.07,22.0,0,11,10,1,3,50,21,1,14,2,14.3,0.49,0.07,0.07,0.5
Jean Matteo Bahoya,FRA,"MF,FW",Eint Frankfurt,19,24,10,921,10.2,2,3,5,2,0,0,3,0,1.9,1.9,1.7,3.6,24,28,93,0.2,0.29,0.49,0.2,0.49,0.18,0.17,0.35,0.18,0.35,17.0,0,9,7,2,31,3,19,0,10,3,30.0,0.98,0.29,0.2,0.67
Maurides,BRA,FW,St. Pauli,30,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Jakov Medic,CRO,DF,Bochum,25,23,17,1603,17.8,1,0,1,1,0,0,2,0,0.9,0.9,0.2,1.0,2,27,3,0.06,0.0,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06,2.0,0,10,7,2,1,22,10,0,14,3,21.4,0.79,0.17,0.07,0.33
Connor Metcalfe,AUS,"MF,FW",St. Pauli,24,10,3,358,4.0,0,0,0,0,0,0,2,1,0.7,0.7,0.2,0.9,6,8,11,0.0,0.0,0.0,0.0,0.0,0.18,0.04,0.22,0.18,0.22,2.5,1,5,4,0,7,3,0,0,6,3,50.0,1.51,0.75,0.0,0.0
Karol Mets,EST,DF,St. Pauli,31,10,10,900,10.0,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,5,54,2,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,1.3,0,7,5,0,3,11,8,0,3,0,0.0,0.3,0.0,0.0,0.0
Alexander Meyer,GER,GK,Dortmund,33,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,0.8,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Florian Micheler,AUT,MF,Hoffenheim,19,1,0,32,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Enzo Millot,FRA,"MF,FW",Stuttgart,22,29,22,1843,20.5,6,5,11,6,0,1,9,0,7.6,6.7,3.1,9.8,44,118,123,0.29,0.24,0.54,0.29,0.54,0.37,0.15,0.52,0.33,0.48,35.0,0,25,37,3,41,13,13,0,44,19,43.2,2.15,0.93,0.14,0.32
Kim Min-jae,KOR,DF,Bayern Munich,27,27,27,2283,25.4,2,0,2,2,0,0,2,0,1.6,1.6,0.3,1.9,16,181,5,0.08,0.0,0.08,0.08,0.08,0.06,0.01,0.08,0.06,0.08,40.0,0,25,4,0,0,33,17,0,7,5,71.4,0.28,0.2,0.29,0.4
Maximilian Mittelstadt,GER,DF,Stuttgart,27,31,28,2469,27.4,1,7,8,1,0,0,5,0,0.9,0.9,4.7,5.6,62,182,155,0.04,0.26,0.29,0.04,0.29,0.03,0.17,0.2,0.03,0.2,20.0,0,24,38,2,166,47,55,0,21,4,19.0,0.77,0.15,0.05,0.25
Koji Miyoshi,JPN,"FW,MF",Bochum,27,15,6,464,5.2,1,0,1,1,0,0,0,1,1.1,1.1,0.8,1.9,11,15,23,0.19,0.0,0.19,0.19,0.19,0.21,0.15,0.36,0.21,0.36,1.5,0,10,4,2,9,2,5,0,12,5,41.7,2.33,0.97,0.08,0.2
Max Moerstedt,GER,FW,Hoffenheim,18,12,5,451,5.0,0,0,0,0,0,0,2,0,0.8,0.8,0.6,1.3,6,10,36,0.0,0.0,0.0,0.0,0.0,0.15,0.12,0.27,0.15,0.27,7.0,0,6,10,1,0,0,3,0,12,4,33.3,2.39,0.8,0.0,0.0
David Mokwa,FRA,"DF,FW",Hoffenheim,20,2,0,22,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,1.21,0.0,1.21,1.21,1.21,1.0,0,1,0,0,0,0,0,0,2,2,100.0,8.18,8.18,0.0,0.0
Steve Mounie,BEN,"FW,MF",Augsburg,29,16,1,347,3.9,1,0,1,1,0,0,2,0,3.2,3.2,0.0,3.2,8,11,27,0.26,0.0,0.26,0.26,0.26,0.82,0.01,0.83,0.82,0.83,2.0,0,9,5,1,3,1,4,0,22,8,36.4,5.71,2.07,0.05,0.13
Nordi Mukiele,FRA,DF,Leverkusen,26,15,10,899,10.0,1,0,1,1,0,0,4,0,1.4,1.4,1.0,2.4,20,36,28,0.1,0.0,0.1,0.1,0.1,0.14,0.1,0.24,0.14,0.24,10.0,0,6,14,1,13,16,17,1,7,3,42.9,0.7,0.3,0.14,0.33
Florian Muller,GER,GK,Freiburg,26,9,8,753,8.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kevin Muller,GER,GK,Heidenheim,33,33,33,2939,32.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0,0,3,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
Marius Muller,GER,GK,Wolfsburg,31,6,5,475,5.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Thomas Muller,GER,"MF,FW",Bayern Munich,34,30,12,1225,13.6,1,4,5,1,0,0,3,0,3.8,3.8,2.9,6.7,24,50,143,0.07,0.29,0.37,0.07,0.37,0.28,0.21,0.49,0.28,0.49,6.0,0,14,12,3,46,2,6,0,30,11,36.7,2.2,0.81,0.03,0.09
Jamal Musiala,GER,MF,Bayern Munich,21,25,21,1798,20.0,12,2,14,12,0,0,3,0,9.3,9.3,4.5,13.8,71,107,156,0.6,0.1,0.7,0.6,0.7,0.46,0.23,0.69,0.46,0.69,140.0,0,20,55,2,8,7,21,0,68,32,47.1,3.4,1.6,0.18,0.38
Florent Muslija,KVX,"FW,MF",Freiburg,26,9,0,168,1.9,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,5,7,14,0.0,0.0,0.0,0.0,0.0,0.14,0.16,0.3,0.14,0.3,1.8,0,0,2,0,14,2,4,0,3,2,66.7,1.61,1.07,0.0,0.0
Phillipp Mwene,AUT,DF,Mainz 05,30,32,32,2607,29.0,1,4,5,1,0,0,7,0,1.5,1.5,1.9,3.4,62,106,144,0.03,0.14,0.17,0.03,0.17,0.05,0.06,0.12,0.05,0.12,1.8,0,24,24,3,86,24,30,0,21,5,23.8,0.72,0.17,0.05,0.2
Joakim Maehle,DEN,DF,Wolfsburg,27,28,25,2188,24.3,3,4,7,3,0,0,6,0,2.0,2.0,2.2,4.3,59,88,117,0.12,0.16,0.29,0.12,0.29,0.08,0.09,0.18,0.08,0.18,14.0,0,9,16,0,25,26,14,0,18,7,38.9,0.74,0.29,0.17,0.43
Nathan N'Goumou,CMR,FW,Gladbach,24,19,9,828,9.2,2,1,3,2,0,0,0,0,1.9,1.9,1.3,3.2,30,16,85,0.22,0.11,0.33,0.22,0.33,0.2,0.14,0.34,0.2,0.34,4.0,0,7,12,7,21,4,11,0,24,13,54.2,2.61,1.41,0.08,0.15
Stanley N'Soki,FRA,DF,Hoffenheim,25,22,16,1308,14.5,0,0,0,0,0,0,3,1,0.1,0.1,0.4,0.5,10,52,6,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.03,0.01,0.03,2.5,0,12,6,0,1,28,18,2,3,1,33.3,0.21,0.07,0.0,0.0
Nikolas Nartey,DEN,MF,Stuttgart,24,1,0,22,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Paul Nebel,GER,MF,Mainz 05,21,31,26,2345,26.1,10,4,14,10,0,0,5,1,5.8,5.8,4.1,9.8,67,91,219,0.38,0.15,0.54,0.38,0.54,0.22,0.16,0.38,0.22,0.38,24.0,1,37,38,5,111,14,27,0,44,18,40.9,1.69,0.69,0.23,0.56
Kosta Nedeljkovic,SRB,DF,RB Leipzig,18,10,6,479,5.3,0,0,0,0,0,0,1,0,0.5,0.5,0.3,0.7,10,16,27,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14,10.0,0,7,1,1,17,2,8,0,4,0,0.0,0.75,0.0,0.0,0.0
Ivan Nekic,CRO,DF,Holstein Kiel,23,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,1,0,0,0,3,1,0,0,0,0.0,0.0,0.0,0.0,0.0
David Nemeth,AUT,DF,St. Pauli,23,24,24,2137,23.7,0,1,1,0,0,0,3,0,0.2,0.2,0.1,0.3,14,65,5,0.0,0.04,0.04,0.0,0.04,0.01,0.01,0.01,0.01,0.01,4.0,0,21,14,0,7,18,29,0,5,1,20.0,0.21,0.04,0.0,0.0
Luca Netz,GER,DF,Gladbach,21,24,8,969,10.8,0,2,2,0,0,0,2,0,0.2,0.2,1.9,2.1,16,28,55,0.0,0.19,0.19,0.0,0.19,0.02,0.18,0.2,0.02,0.2,6.0,0,8,6,1,16,10,14,0,3,0,0.0,0.28,0.0,0.0,0.0
Manuel Neuer,GER,GK,Bayern Munich,38,22,22,1980,22.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,4.0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Florian Neuhaus,GER,MF,Gladbach,27,18,2,382,4.2,0,1,1,0,0,0,1,0,0.6,0.6,0.3,0.9,10,27,8,0.0,0.24,0.24,0.0,0.24,0.14,0.08,0.22,0.14,0.22,3.5,0,4,7,0,8,6,3,0,9,3,33.3,2.12,0.71,0.0,0.0
Moritz Nicolas,GER,GK,Gladbach,26,19,19,1639,18.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Julian Niehues,GER,MF,Heidenheim,23,8,0,154,1.7,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.4,0,6,3,0.0,0.0,0.0,0.0,0.0,0.15,0.08,0.22,0.15,0.22,1.5,0,1,2,0,0,0,1,0,2,1,50.0,1.17,0.58,0.0,0.0
Justin Njinmah,GER,"FW,MF",Werder Bremen,23,26,10,952,10.6,3,2,5,3,0,0,1,0,3.7,3.7,1.6,5.2,33,23,103,0.28,0.19,0.47,0.28,0.47,0.35,0.15,0.49,0.35,0.49,7.0,0,7,17,12,19,4,1,0,31,7,22.6,2.93,0.66,0.1,0.43
Niels Nkounkou,FRA,"DF,MF",Eint Frankfurt,23,12,4,382,4.2,0,0,0,0,0,0,1,0,0.2,0.2,1.3,1.5,17,15,21,0.0,0.0,0.0,0.0,0.0,0.04,0.31,0.35,0.04,0.35,3.5,0,5,2,0,23,9,9,0,4,0,0.0,0.94,0.0,0.0,0.0
Felix Nmecha,GER,MF,Dortmund,23,26,19,1509,16.8,4,1,5,4,0,0,3,0,1.3,1.3,1.1,2.4,21,85,27,0.24,0.06,0.3,0.24,0.3,0.08,0.07,0.15,0.08,0.15,28.0,0,22,26,0,6,24,21,0,18,6,33.3,1.07,0.36,0.22,0.67
Lukas Nmecha,GER,"FW,MF",Wolfsburg,25,19,3,467,5.2,3,0,3,3,0,0,1,0,4.5,4.5,0.3,4.8,8,6,32,0.58,0.0,0.58,0.58,0.58,0.87,0.05,0.92,0.87,0.92,3.0,0,7,15,0,6,2,0,0,20,9,45.0,3.85,1.73,0.15,0.33
Arnaud Nordin,FRA,"DF,MF",Mainz 05,26,6,0,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,3,1,15,0.0,0.0,0.0,0.0,0.0,0.03,0.51,0.54,0.03,0.54,5.0,0,1,3,0,9,0,0,0,1,0,0.0,1.13,0.0,0.0,0.0
Alexander Nubel,GER,GK,Stuttgart,27,34,34,3060,34.0,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.01,0.01,0.0,0.01,12.0,0,0,4,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Antonio Nusa,NOR,"MF,DF",RB Leipzig,19,25,16,1558,17.3,3,3,6,3,0,0,0,0,1.6,1.6,2.8,4.4,57,52,123,0.17,0.17,0.35,0.17,0.35,0.09,0.16,0.26,0.09,0.26,28.0,0,14,28,9,35,8,17,0,24,7,29.2,1.39,0.4,0.13,0.43
David Odogu,GER,DF,Wolfsburg,18,3,2,195,2.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,8,0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,1.5,0,2,0,1,0,2,4,0,2,0,0.0,0.92,0.0,0.0,0.0
Tim Oermann,GER,DF,Bochum,20,29,26,2213,24.6,0,2,2,0,0,0,0,0,0.2,0.2,0.6,0.8,15,61,16,0.0,0.08,0.08,0.0,0.08,0.01,0.02,0.03,0.01,0.03,5.0,0,16,8,0,14,24,30,0,9,0,0.0,0.37,0.0,0.0,0.0
Ifechukwu Ogbus,SUI,DF,Freiburg,18,2,0,19,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,1,1,0,0,0,0.0,0.0,0.0,0.0,0.0
Finn Ole Becker,GER,MF,Hoffenheim,24,13,7,670,7.4,0,1,1,0,0,0,1,0,0.1,0.1,0.3,0.4,3,45,7,0.0,0.13,0.13,0.0,0.13,0.02,0.04,0.05,0.02,0.05,2.0,0,5,7,0,8,9,5,0,4,2,50.0,0.54,0.27,0.0,0.0
Michael Olise,FRA,"FW,MF",Bayern Munich,22,34,28,2334,25.9,12,15,27,12,0,0,3,0,9.7,9.7,12.0,21.7,119,184,381,0.46,0.58,1.04,0.46,1.04,0.38,0.46,0.84,0.38,0.84,100.0,0,22,66,5,134,8,20,0,86,36,41.9,3.32,1.39,0.14,0.33
Jonas Omlin,SUI,GK,Gladbach,30,12,11,978,10.9,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Karim Onisiwo,AUT,"MF,FW",Mainz 05,32,6,1,110,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.3,0.4,1,0,8,0.0,0.0,0.0,0.0,0.0,0.06,0.27,0.33,0.06,0.33,0.8,0,3,2,1,2,0,0,0,3,0,0.0,2.45,0.0,0.0,0.0
Frank Onyeka,NGA,MF,Augsburg,26,31,30,2586,28.7,0,1,1,0,0,0,8,0,1.4,1.4,1.3,2.7,46,106,71,0.0,0.03,0.03,0.0,0.03,0.05,0.04,0.09,0.05,0.09,7.0,0,47,74,3,20,37,46,0,24,6,25.0,0.84,0.21,0.0,0.0
Lois Openda,BEL,"FW,MF",RB Leipzig,24,33,28,2453,27.3,9,5,14,9,0,1,5,1,9.0,8.2,3.4,11.6,58,47,229,0.33,0.18,0.51,0.33,0.51,0.33,0.12,0.45,0.3,0.43,50.0,1,29,77,27,27,5,4,0,78,33,42.3,2.86,1.21,0.12,0.27
Gift Orban,NGA,FW,Hoffenheim,22,13,7,687,7.6,4,0,4,4,0,0,2,0,3.4,3.4,0.2,3.6,8,7,35,0.52,0.0,0.52,0.52,0.52,0.44,0.03,0.47,0.44,0.47,10.0,0,15,7,8,6,0,1,0,11,4,36.4,1.44,0.52,0.36,1.0
Willi Orban,HUN,DF,RB Leipzig,31,25,25,2222,24.7,5,0,5,5,0,0,4,2,4.0,4.0,1.0,5.0,15,106,8,0.2,0.0,0.2,0.2,0.2,0.16,0.04,0.2,0.16,0.2,8.0,0,23,14,4,5,20,24,0,22,7,31.8,0.89,0.28,0.23,0.71
Ivan Ordets,UKR,DF,Bochum,32,22,21,1861,20.7,0,0,0,0,0,0,6,0,0.7,0.7,0.7,1.5,2,48,4,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.07,0.04,0.07,1.0,0,22,19,2,1,43,8,0,11,0,0.0,0.53,0.0,0.0,0.0
Patrick Osterhage,GER,MF,Freiburg,24,30,27,2267,25.2,1,0,1,1,0,0,6,1,1.7,1.7,1.4,3.1,26,73,50,0.04,0.0,0.04,0.04,0.04,0.07,0.06,0.12,0.07,0.12,10.0,1,25,22,5,21,22,29,0,21,3,14.3,0.83,0.12,0.05,0.33
Assan Ouedraogo,GER,MF,RB Leipzig,18,3,0,50,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,1,2,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,7.0,0,1,3,0,1,0,0,0,1,0,0.0,1.8,0.0,0.0,0.0
Salih Ozcan,TUR,MF,Dortmund,26,22,6,744,8.2,0,0,0,0,0,0,0,0,0.4,0.4,1.2000000000000002,1.6,10,53,9,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.2,0.05,0.2,4.0,0,16,13,1,10,17,8,0,6,0,0.0,0.73,0.0,0.0,0.0
Exequiel Palacios,ARG,MF,Leverkusen,25,24,11,1155,12.8,1,6,7,1,0,0,2,0,1.5,1.5,2.3,3.8,15,97,40,0.08,0.47,0.55,0.08,0.55,0.12,0.18,0.3,0.12,0.3,40.0,0,9,18,1,4,12,15,0,13,9,69.2,1.01,0.7,0.08,0.11
Joao Palhinha,POR,MF,Bayern Munich,29,17,6,673,7.5,0,0,0,0,0,0,2,1,0.7,0.7,0.2,0.9,3,32,7,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12,30.0,0,13,10,0,2,4,14,0,10,3,30.0,1.34,0.4,0.0,0.0
Mats Pannewig,GER,MF,Bochum,19,14,2,267,3.0,0,0,0,0,0,0,1,0,0.8,0.8,0.1,0.9,3,10,16,0.0,0.0,0.0,0.0,0.0,0.27,0.04,0.31,0.27,0.31,1.0,0,5,1,0,3,2,7,0,9,3,33.3,3.03,1.01,0.0,0.0
Kevin Paredes,USA,DF,Wolfsburg,21,2,2,123,1.4,0,1,1,0,0,0,1,0,0.4,0.4,0.1,0.4,1,7,12,0.0,0.73,0.73,0.0,0.73,0.27,0.05,0.32,0.27,0.32,7.5,0,1,4,0,1,1,2,0,4,0,0.0,2.93,0.0,0.0,0.0
Felix Passlack,GER,"DF,MF",Bochum,26,31,30,2334,25.9,1,6,7,1,0,0,4,0,1.3,1.3,3.9,5.2,43,65,118,0.04,0.23,0.27,0.04,0.27,0.05,0.15,0.2,0.05,0.2,2.0,0,28,21,2,111,19,24,0,26,6,23.1,1.0,0.23,0.04,0.17
Aleksandar Pavlovic,GER,MF,Bayern Munich,20,21,18,1451,16.1,1,0,1,1,0,0,2,0,0.6,0.6,0.2,0.8,15,128,33,0.06,0.0,0.06,0.06,0.06,0.03,0.01,0.05,0.03,0.05,55.0,0,17,9,0,5,6,22,0,9,4,44.4,0.56,0.25,0.11,0.25
Mads Pedersen,DEN,DF,Augsburg,27,7,2,235,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,11,10,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,2.0,0,5,1,1,5,2,7,0,2,0,0.0,0.77,0.0,0.0,0.0
Jordan Pefok,USA,FW,Union Berlin,28,18,10,908,10.1,0,1,1,0,0,0,2,0,3.2,3.2,0.9,4.1,3,12,40,0.0,0.1,0.1,0.0,0.1,0.32,0.09,0.4,0.32,0.4,3.0,0,22,15,7,0,4,6,0,23,8,34.8,2.28,0.79,0.0,0.0
Daniel Peretz,ISR,GK,Bayern Munich,24,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Noah Pesch,CRO,FW,Gladbach,19,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Luca Philipp,GER,GK,Hoffenheim,23,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maximilian Philipp,GER,"MF,FW",Freiburg,30,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,0.8,0,0,0,0,0,0,0,0,1,0,0.0,5.29,0.0,0.0,0.0
Benedikt Pichler,AUT,FW,Holstein Kiel,27,18,7,785,8.7,1,2,3,1,0,0,1,0,2.3,2.3,1.1,3.4,18,19,58,0.11,0.23,0.34,0.11,0.34,0.26,0.13,0.39,0.26,0.39,1.5,0,14,16,13,10,2,3,0,20,9,45.0,2.29,1.03,0.05,0.11
Amos Pieper,GER,DF,Werder Bremen,26,23,16,1498,16.6,0,0,0,0,0,0,3,0,0.4,0.4,0.6,1.0,11,62,3,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.06,0.03,0.06,3.5,0,11,11,0,4,23,17,0,7,1,14.3,0.42,0.06,0.0,0.0
Marvin Pieringer,GER,"FW,MF",Heidenheim,24,31,26,2206,24.5,7,4,11,4,3,3,7,0,8.9,6.6,4.0,10.6,23,59,115,0.29,0.16,0.45,0.16,0.33,0.36,0.16,0.53,0.27,0.43,5.5,0,50,46,15,11,8,11,0,60,20,33.3,2.45,0.82,0.07,0.2
Alassane Plea,FRA,"MF,FW",Gladbach,31,30,24,1902,21.1,11,4,15,10,1,1,3,0,7.4,6.6,3.1,9.8,51,116,141,0.52,0.19,0.71,0.47,0.66,0.35,0.15,0.5,0.31,0.46,5.0,0,18,33,8,44,1,4,0,42,14,33.3,1.99,0.66,0.24,0.71
Finn Porath,GER,"DF,MF",Holstein Kiel,27,31,20,1970,21.9,2,3,5,2,0,0,3,0,1.9,1.8,2.0,3.8,42,58,69,0.09,0.14,0.23,0.09,0.23,0.09,0.09,0.18,0.08,0.18,1.7,0,31,37,0,84,19,27,0,29,12,41.4,1.32,0.55,0.07,0.17
Yussuf Poulsen,DEN,"FW,MF",RB Leipzig,30,22,2,378,4.2,2,0,2,2,0,0,1,0,3.3,3.3,0.6,3.9,2,12,30,0.48,0.0,0.48,0.48,0.48,0.8,0.13,0.93,0.8,0.93,5.0,0,8,14,1,2,0,5,0,14,7,50.0,3.33,1.67,0.14,0.29
Alexander Prass,AUT,DF,Hoffenheim,23,23,19,1566,17.4,0,1,1,0,0,0,1,0,0.9,0.9,2.8,3.6,28,63,66,0.0,0.06,0.06,0.0,0.06,0.05,0.16,0.21,0.05,0.21,5.0,0,17,25,0,55,11,24,0,12,1,8.3,0.69,0.06,0.0,0.0
David Preu,GER,"MF,DF",Union Berlin,19,5,1,121,1.3,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,3,9,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.4,0,1,1,1,4,0,0,0,2,0,0.0,1.49,0.0,0.0,0.0
Grischa Promel,GER,MF,Hoffenheim,29,2,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,3,0,2,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ivan Prtajin,CRO,FW,Union Berlin,28,5,2,161,1.8,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.7,1,1,17,0.0,0.0,0.0,0.0,0.0,0.29,0.08,0.37,0.29,0.37,1.2,0,1,1,2,3,0,2,0,8,2,25.0,4.47,1.12,0.0,0.0
