Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Value,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,league,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
Jonas Fohrenbach,GER,DF,Heidenheim,28.0,27.0,22.0,1832.0,20.4,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.05,0.05,0.0,0.05,1.5,0.0,13.0,4.0,1.0,58.0,15.0,24.0,0.0,8.0,1.0,12.5,0.39,0.05,0.0,0.0,L1,0.3,0.3,1.3,1.6,36.0,59.0,50.0,0.01,0.06,0.08,0.01,0.08
Marco Friedl,AUT,DF,Werder Bremen,26.0,26.0,25.0,2161.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,26.0,16.0,3.0,2.0,36.0,41.0,2.0,4.0,3.0,75.0,0.17,0.12,0.0,0.0,L1,0.5,0.5,0.2,0.7,4.0,69.0,1.0,0.02,0.01,0.03,0.02,0.03
Marvin Friedrich,GER,DF,Gladbach,28.0,22.0,9.0,989.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,3.5,0.0,5.0,4.0,0.0,0.0,6.0,9.0,0.0,7.0,2.0,28.6,0.64,0.18,0.0,0.0,L1,0.4,0.4,0.6,1.1,11.0,36.0,3.0,0.04,0.06,0.1,0.04,0.1
Jeremie Frimpong,NED,"DF,MF",Leverkusen,23.0,33.0,25.0,2314.0,25.7,5.0,5.0,10.0,5.0,0.0,0.0,4.0,0.0,0.19,0.19,0.39,0.19,0.39,50.0,0.0,20.0,31.0,9.0,113.0,8.0,24.0,0.0,34.0,16.0,47.1,1.32,0.62,0.15,0.31,L1,4.1,4.1,4.2,8.3,100.0,55.0,272.0,0.16,0.16,0.32,0.16,0.32
Chris Fuhrich,GER,"MF,FW",Stuttgart,26.0,33.0,23.0,1981.0,22.0,2.0,3.0,5.0,2.0,0.0,0.0,1.0,0.0,0.09,0.14,0.23,0.09,0.23,15.0,0.0,9.0,6.0,1.0,83.0,7.0,11.0,0.0,36.0,12.0,33.3,1.64,0.55,0.06,0.17,L1,2.9,2.9,3.7,6.6,114.0,95.0,202.0,0.13,0.17,0.3,0.13,0.3
Shio Fukuda,JPN,FW,Gladbach,20.0,6.0,0.0,60.0,0.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.5,0.0,1.5,1.5,1.5,0.5,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,33.3,4.5,1.5,0.33,1.0,L1,0.4,0.4,0.0,0.4,0.0,1.0,3.0,0.65,0.0,0.65,0.65,0.65
Cristian Gamboa,CRC,DF,Bochum,34.0,12.0,1.0,226.0,2.5,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.4,0.0,0.4,0.4,0.4,0.5,0.0,1.0,3.0,0.0,6.0,2.0,3.0,0.0,4.0,1.0,25.0,1.59,0.4,0.25,1.0,L1,0.2,0.2,0.2,0.3,2.0,5.0,9.0,0.06,0.07,0.14,0.06,0.14
Aleix Garcia,ESP,MF,Leverkusen,27.0,28.0,17.0,1455.0,16.2,3.0,4.0,7.0,3.0,0.0,0.0,3.0,0.0,0.19,0.25,0.43,0.19,0.43,20.0,0.0,8.0,9.0,1.0,93.0,14.0,9.0,0.0,15.0,5.0,33.3,0.93,0.31,0.2,0.6,L1,1.0,1.0,4.9,5.9,27.0,120.0,47.0,0.06,0.3,0.36,0.06,0.36
Viggo Gebel,GER,MF,RB Leipzig,16.0,1.0,0.0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
Lutsharel Geertruida,NED,DF,RB Leipzig,24.0,27.0,20.0,1827.0,20.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.04926108374384236,0.0,0.0029556650246305416,0.0029556650246305416,0.0029556650246305416,20.0,0.0,19.0,8.0,1.0,13.0,19.0,27.0,0.0,11.0,4.0,36.36363636363637,0.541871921182266,0.19704433497536944,0.09090909090909091,0.25,L1,1.4000000000000001,1.4000000000000001,1.2,2.5,22.0,119.0,42.0,0.06896551724137931,0.059113300492610835,0.29000000000000004,0.06896551724137931,0.12315270935960591
Dennis Geiger,GER,"MF,FW",Hoffenheim,26.0,20.0,7.0,734.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,26.0,10.0,0.0,5.0,7.0,14.0,0.0,5.0,1.0,20.0,0.61,0.12,0.0,0.0,L1,0.2,0.2,0.5,0.6,12.0,37.0,21.0,0.02,0.06,0.08,0.02,0.08
Yannick Gerhardt,GER,"MF,DF",Wolfsburg,30.0,29.0,15.0,1518.0,16.9,1.0,1.0,2.0,1.0,0.0,0.0,5.0,1.0,0.06,0.06,0.12,0.06,0.12,2.5,0.0,20.0,13.0,2.0,23.0,16.0,14.0,0.0,15.0,4.0,26.7,0.89,0.24,0.07,0.25,L1,1.2,1.2,0.2,1.4,27.0,57.0,63.0,0.07,0.01,0.08,0.07,0.08
Max Geschwill,GER,DF,Holstein Kiel,23.0,19.0,13.0,1282.0,14.2,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.07,0.14,0.21,0.07,0.21,1.5,0.0,13.0,9.0,1.0,10.0,31.0,22.0,1.0,9.0,2.0,22.2,0.63,0.14,0.11,0.5,L1,0.9,0.9,0.8,1.6,6.0,58.0,16.0,0.06,0.05,0.12,0.06,0.12
Dimitris Giannoulis,GRE,DF,Augsburg,28.0,31.0,31.0,2650.0,29.4,1.0,4.0,5.0,1.0,0.0,0.0,8.0,0.0,0.03,0.14,0.17,0.03,0.17,3.0,0.0,17.0,20.0,1.0,120.0,47.0,33.0,0.0,13.0,4.0,30.8,0.44,0.14,0.08,0.25,L1,1.1,1.1,4.2,5.3,60.0,104.0,164.0,0.04,0.14,0.18,0.04,0.18
Armin Gigovic,BIH,MF,Holstein Kiel,22.0,31.0,23.0,1895.0,21.1,5.0,1.0,6.0,5.0,0.0,0.0,5.0,0.0,0.24,0.05,0.28,0.24,0.28,3.0,0.0,22.0,28.0,2.0,14.0,22.0,14.0,0.0,26.0,11.0,42.3,1.23,0.52,0.19,0.45,L1,1.9,1.9,2.1,3.9,37.0,50.0,45.0,0.09,0.1,0.19,0.09,0.19
Benedikt Gimber,GER,DF,Heidenheim,27.0,32.0,32.0,2671.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,63.0,49.0,1.0,3.0,32.0,47.0,0.0,13.0,1.0,7.7,0.44,0.03,0.0,0.0,L1,0.7,0.7,0.3,1.0,7.0,46.0,8.0,0.02,0.01,0.03,0.02,0.03
Matthias Ginter,GER,DF,Freiburg,30.0,32.0,28.0,2561.0,28.5,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.07,0.04,0.11,0.07,0.11,7.0,0.0,13.0,26.0,1.0,12.0,17.0,17.0,0.0,24.0,4.0,16.7,0.84,0.14,0.08,0.5,L1,2.8,2.8,0.7,3.5,11.0,113.0,16.0,0.1,0.02,0.12,0.1,0.12
Jamie Gittens,ENG,"FW,MF",Dortmund,19.0,32.0,21.0,1776.0,19.7,8.0,3.0,11.0,8.0,0.0,0.0,4.0,0.0,0.41,0.15,0.56,0.41,0.56,50.0,0.0,25.0,44.0,3.0,49.0,10.0,17.0,0.0,52.0,24.0,46.2,2.64,1.22,0.15,0.33,L1,3.6,3.6,2.5,6.1,113.0,42.0,180.0,0.18,0.13,0.31,0.18,0.31
Serge Gnabry,GER,"FW,MF",Bayern Munich,29.0,27.0,13.0,1242.0,13.8,7.0,5.0,12.0,7.0,0.0,1.0,0.0,0.0,0.51,0.36,0.87,0.51,0.87,22.0,0.0,19.0,6.0,8.0,22.0,6.0,10.0,0.0,49.0,18.0,36.7,3.55,1.3,0.14,0.39,L1,7.5,6.8,5.1,11.9,44.0,48.0,149.0,0.55,0.37,0.92,0.49,0.86
Tidiam Gomis,FRA,"MF,FW",RB Leipzig,17.0,8.0,1.0,152.0,1.7,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.59,0.59,0.0,0.59,3.0,0.0,3.0,2.0,2.0,4.0,1.0,0.0,0.0,5.0,1.0,20.0,2.96,0.59,0.0,0.0,L1,0.3,0.3,0.9,1.2,5.0,3.0,14.0,0.15,0.55,0.7,0.15,0.7
Leon Goretzka,GER,"MF,DF",Bayern Munich,29.0,26.0,13.0,1325.0,14.7,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,0.27,0.07,0.34,0.27,0.34,22.0,0.0,12.0,11.0,0.0,6.0,17.0,9.0,0.0,32.0,11.0,34.4,2.17,0.75,0.13,0.36,L1,2.8,2.8,1.7,4.4,35.0,127.0,28.0,0.19,0.11,0.3,0.19,0.3
Mario Gotze,GER,"MF,FW",Eint Frankfurt,32.0,24.0,18.0,1542.0,17.1,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,0.18,0.12,0.29,0.18,0.29,4.0,0.0,15.0,15.0,1.0,39.0,7.0,28.0,0.0,8.0,5.0,62.5,0.47,0.29,0.38,0.6,L1,2.9,2.9,3.1,6.0,29.0,88.0,96.0,0.17,0.18,0.35,0.17,0.35
Jeffrey Gouweleeuw,NED,DF,Augsburg,33.0,33.0,33.0,2944.0,32.7,1.0,4.0,5.0,1.0,0.0,1.0,9.0,0.0,0.03,0.12,0.15,0.03,0.15,1.5,0.0,22.0,13.0,2.0,17.0,39.0,31.0,0.0,18.0,5.0,27.8,0.55,0.15,0.06,0.2,L1,1.7,0.9,2.2,3.1,24.0,142.0,19.0,0.05,0.07,0.12,0.03,0.1
Michael Gregoritsch,AUT,FW,Freiburg,30.0,20.0,5.0,639.0,7.1,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.28,0.14,0.42,0.28,0.42,3.0,0.0,7.0,5.0,4.0,1.0,1.0,2.0,0.0,16.0,6.0,37.5,2.25,0.85,0.13,0.33,L1,1.8,1.8,0.4,2.2,6.0,19.0,36.0,0.25,0.06,0.31,0.25,0.31
Vincenzo Grifo,ITA,"FW,MF",Freiburg,31.0,34.0,31.0,2432.0,27.0,8.0,11.0,19.0,8.0,0.0,3.0,2.0,0.0,0.3,0.41,0.7,0.3,0.7,6.0,0.0,15.0,12.0,2.0,157.0,8.0,21.0,0.0,66.0,29.0,43.9,2.44,1.07,0.12,0.28,L1,7.9,5.6,6.9,12.5,58.0,128.0,147.0,0.29,0.26,0.55,0.21,0.46
Alex Grimaldo,ESP,DF,Leverkusen,28.0,32.0,31.0,2636.0,29.3,2.0,7.0,9.0,2.0,0.0,0.0,6.0,1.0,0.07,0.24,0.31,0.07,0.31,30.0,1.0,15.0,25.0,8.0,217.0,17.0,15.0,0.0,44.0,14.0,31.8,1.5,0.48,0.05,0.14,L1,2.5,2.5,8.1,10.6,86.0,160.0,252.0,0.09,0.28,0.36,0.09,0.36
Pascal Gross,GER,"MF,DF",Dortmund,33.0,30.0,28.0,2327.0,25.9,0.0,9.0,9.0,0.0,0.0,0.0,5.0,1.0,0.0,0.35,0.35,0.0,0.35,5.0,0.0,18.0,12.0,0.0,178.0,9.0,29.0,0.0,27.0,7.0,25.9,1.04,0.27,0.0,0.0,L1,2.4,2.4,5.1,7.5,41.0,178.0,122.0,0.09,0.2,0.29,0.09,0.29
Marco Grull,AUT,"FW,MF",Werder Bremen,26.0,30.0,13.0,1181.0,13.1,6.0,1.0,7.0,6.0,0.0,0.0,1.0,0.0,0.46,0.08,0.53,0.46,0.53,4.0,0.0,22.0,31.0,6.0,21.0,5.0,10.0,0.0,25.0,10.0,40.0,1.91,0.76,0.24,0.6,L1,4.0,4.0,1.8,5.8,24.0,38.0,93.0,0.3,0.14,0.44,0.3,0.44
Raphael Guerreiro,POR,"DF,MF",Bayern Munich,30.0,23.0,19.0,1572.0,17.5,4.0,4.0,8.0,4.0,0.0,0.0,2.0,0.0,0.23,0.23,0.46,0.23,0.46,8.0,0.0,9.0,7.0,0.0,27.0,10.0,14.0,0.0,21.0,11.0,52.4,1.2,0.63,0.19,0.36,L1,2.9,2.9,2.9,5.8,39.0,85.0,126.0,0.16,0.17,0.33,0.16,0.33
Morgan Guilavogui,GUI,"FW,MF",St. Pauli,26.0,25.0,21.0,1807.0,20.1,6.0,2.0,8.0,6.0,0.0,0.0,6.0,0.0,0.3,0.1,0.4,0.3,0.4,4.0,0.0,47.0,34.0,11.0,10.0,13.0,19.0,0.0,41.0,15.0,36.6,2.04,0.75,0.15,0.4,L1,7.1,7.1,1.9,9.1,42.0,41.0,135.0,0.36,0.1,0.45,0.36,0.45
Serhou Guirassy,GUI,FW,Dortmund,28.0,30.0,29.0,2598.0,28.9,21.0,4.0,25.0,18.0,3.0,4.0,4.0,0.0,0.73,0.14,0.87,0.62,0.76,45.0,0.0,16.0,53.0,12.0,1.0,5.0,6.0,0.0,89.0,37.0,41.6,3.08,1.28,0.2,0.49,L1,22.7,19.6,3.9,23.5,25.0,43.0,128.0,0.79,0.14,0.92,0.68,0.81
Robert Gumny,POL,DF,Augsburg,26.0,7.0,2.0,271.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,4.0,4.0,0.0,4.0,1.0,3.0,0.0,4.0,2.0,50.0,1.33,0.66,0.0,0.0,L1,0.3,0.3,0.5,0.8,5.0,10.0,13.0,0.11,0.15,0.26,0.11,0.26
Christian Gunter,GER,DF,Freiburg,31.0,29.0,27.0,2314.0,25.7,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.08,0.08,0.16,0.08,0.16,3.5,0.0,14.0,4.0,5.0,123.0,7.0,22.0,1.0,20.0,6.0,30.0,0.78,0.23,0.1,0.33,L1,0.8,0.6,2.5,3.2,19.0,52.0,109.0,0.03,0.1,0.13,0.02,0.12
Janik Haberer,GER,"MF,DF",Union Berlin,30.0,28.0,21.0,1696.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,21.0,15.0,3.0,15.0,18.0,28.0,0.0,15.0,3.0,20.0,0.8,0.16,0.0,0.0,L1,0.7,0.7,0.8,1.6,13.0,59.0,22.0,0.04,0.04,0.08,0.04,0.08
Robin Hack,GER,"FW,MF",Gladbach,25.0,33.0,27.0,2172.0,24.1,4.0,7.0,11.0,4.0,0.0,0.0,4.0,0.0,0.17,0.29,0.46,0.17,0.46,12.0,0.0,19.0,21.0,9.0,61.0,9.0,19.0,0.0,58.0,24.0,41.4,2.4,0.99,0.07,0.17,L1,5.4,5.4,3.6,9.0,51.0,95.0,141.0,0.22,0.15,0.38,0.22,0.38
Amadou Haidara,MLI,MF,RB Leipzig,26.0,28.0,16.0,1320.0,14.7,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.07,0.07,0.0,0.07,16.0,0.0,23.0,8.0,0.0,12.0,18.0,17.0,0.0,18.0,2.0,11.1,1.23,0.14,0.0,0.0,L1,1.4,1.4,0.9,2.2,7.0,65.0,24.0,0.09,0.06,0.15,0.09,0.15
Andreas Hanche-Olsen,NOR,DF,Mainz 05,27.0,22.0,12.0,1284.0,14.3,1.0,1.0,2.0,1.0,0.0,0.0,4.0,1.0,0.07,0.07,0.14,0.07,0.14,6.0,1.0,20.0,8.0,0.0,1.0,11.0,14.0,0.0,12.0,2.0,16.7,0.84,0.14,0.08,0.5,L1,0.8,0.8,0.3,1.1,2.0,34.0,5.0,0.06,0.02,0.08,0.06,0.08
Phil Harres,GER,FW,Holstein Kiel,22.0,26.0,17.0,1544.0,17.2,8.0,1.0,9.0,8.0,0.0,0.0,3.0,0.0,0.47,0.06,0.52,0.47,0.52,4.0,0.0,35.0,20.0,5.0,6.0,4.0,9.0,0.0,37.0,17.0,45.9,2.16,0.99,0.22,0.47,L1,5.9,5.9,1.3,7.2,12.0,16.0,71.0,0.34,0.07,0.42,0.34,0.42
Ramon Hendriks,NED,DF,Stuttgart,23.0,25.0,10.0,1154.0,12.8,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.08,0.08,0.0,0.08,5.0,0.0,12.0,14.0,0.0,12.0,15.0,11.0,0.0,5.0,1.0,20.0,0.39,0.08,0.0,0.0,L1,0.6,0.6,1.0,1.6,8.0,36.0,22.0,0.04,0.08,0.12,0.04,0.12
Paul Hennrich,GER,MF,Hoffenheim,19.0,1.0,0.0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Henrichs,GER,DF,RB Leipzig,27.0,15.0,10.0,935.0,10.4,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.19,0.19,0.0,0.19,15.0,0.0,13.0,9.0,0.0,19.0,15.0,16.0,0.0,10.0,1.0,10.0,0.96,0.1,0.0,0.0,L1,0.5,0.4,1.4,1.8,9.0,29.0,55.0,0.05,0.14,0.18,0.04,0.18
Piero Hincapie,ECU,DF,Leverkusen,22.0,32.0,28.0,2670.0,29.7,2.0,2.0,4.0,2.0,0.0,0.0,8.0,0.0,0.07,0.07,0.13,0.07,0.13,50.0,0.0,26.0,43.0,0.0,36.0,32.0,40.0,1.0,22.0,3.0,13.6,0.74,0.1,0.09,0.67,L1,2.9,2.9,3.2,6.1,52.0,152.0,72.0,0.1,0.11,0.21,0.1,0.21
Adam Hlozek,CZE,"FW,MF",Hoffenheim,22.0,27.0,22.0,1871.0,20.8,8.0,4.0,12.0,8.0,0.0,0.0,2.0,0.0,0.38,0.19,0.58,0.38,0.58,18.0,0.0,16.0,30.0,6.0,20.0,4.0,11.0,0.0,59.0,25.0,42.4,2.84,1.2,0.14,0.32,L1,5.6,5.6,3.5,9.1,54.0,68.0,102.0,0.27,0.17,0.44,0.27,0.44
Nicolas Hofler,GER,MF,Freiburg,34.0,20.0,7.0,794.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,12.0,5.0,0.0,1.0,14.0,22.0,0.0,4.0,0.0,0.0,0.45,0.0,0.0,0.0,L1,0.2,0.2,0.1,0.3,1.0,30.0,3.0,0.03,0.01,0.04,0.03,0.04
Jonas Hofmann,GER,"MF,DF",Leverkusen,32.0,11.0,4.0,356.0,4.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.51,0.25,0.76,0.51,0.76,2.0,0.0,1.0,9.0,0.0,5.0,0.0,0.0,0.0,9.0,5.0,55.6,2.28,1.26,0.22,0.4,L1,1.0,1.0,0.4,1.4,10.0,14.0,29.0,0.25,0.11,0.35,0.25,0.35
Philipp Hofmann,GER,FW,Bochum,31.0,32.0,27.0,2277.0,25.3,3.0,3.0,6.0,3.0,0.0,0.0,4.0,0.0,0.12,0.12,0.24,0.12,0.24,1.0,0.0,36.0,31.0,4.0,10.0,5.0,12.0,0.0,54.0,19.0,35.2,2.13,0.75,0.06,0.16,L1,5.5,5.5,3.3,8.8,8.0,53.0,112.0,0.22,0.13,0.35,0.22,0.35
Lucas Holer,GER,"FW,MF",Freiburg,30.0,31.0,21.0,1867.0,20.7,6.0,4.0,10.0,6.0,0.0,1.0,3.0,0.0,0.29,0.19,0.48,0.29,0.48,3.0,0.0,31.0,30.0,8.0,14.0,6.0,24.0,0.0,35.0,19.0,54.3,1.69,0.92,0.17,0.32,L1,7.7,6.9,2.9,9.8,21.0,47.0,122.0,0.37,0.14,0.51,0.33,0.47
Benedict Hollerbach,GER,"FW,MF",Union Berlin,23.0,34.0,30.0,2540.0,28.2,9.0,1.0,10.0,9.0,0.0,0.0,3.0,0.0,0.32,0.04,0.35,0.32,0.35,12.0,0.0,43.0,45.0,17.0,73.0,3.0,20.0,0.0,77.0,24.0,31.2,2.73,0.85,0.12,0.38,L1,7.0,7.0,1.6,8.6,103.0,68.0,214.0,0.25,0.06,0.31,0.25,0.31
Lewis Holtby,GER,MF,Holstein Kiel,33.0,25.0,13.0,1238.0,13.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.07,0.07,0.0,0.07,0.5,0.0,13.0,23.0,0.0,46.0,19.0,19.0,0.0,7.0,1.0,14.3,0.51,0.07,0.0,0.0,L1,0.5,0.5,1.5,2.1,14.0,47.0,34.0,0.04,0.11,0.15,0.04,0.15
Gerrit Holtmann,PHI,"DF,FW",Bochum,29.0,23.0,12.0,1136.0,12.6,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.16,0.08,0.24,0.16,0.24,0.7,0.0,26.0,7.0,4.0,90.0,16.0,18.0,0.0,31.0,8.0,25.8,2.46,0.63,0.06,0.25,L1,2.0,2.0,2.9,4.9,50.0,33.0,97.0,0.16,0.23,0.39,0.16,0.39
Franck Honorat,FRA,FW,Gladbach,27.0,19.0,18.0,1439.0,16.0,4.0,7.0,11.0,4.0,0.0,0.0,0.0,0.0,0.25,0.44,0.69,0.25,0.69,12.0,0.0,7.0,5.0,8.0,123.0,5.0,6.0,0.0,31.0,9.0,29.0,1.94,0.56,0.13,0.44,L1,4.5,4.5,5.3,9.8,63.0,45.0,124.0,0.28,0.33,0.61,0.28,0.61
Mathias Honsak,AUT,"FW,DF",Heidenheim,27.0,22.0,12.0,1181.0,13.1,5.0,1.0,6.0,5.0,0.0,0.0,1.0,0.0,0.38,0.08,0.46,0.38,0.46,2.0,0.0,14.0,13.0,2.0,47.0,9.0,9.0,0.0,29.0,10.0,34.5,2.21,0.76,0.17,0.5,L1,3.3,3.3,1.6,4.9,37.0,29.0,58.0,0.26,0.12,0.38,0.26,0.38
Robin Hranac,CZE,DF,Hoffenheim,24.0,4.0,2.0,219.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L1,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Oscar Hojlund,DEN,MF,Eint Frankfurt,19.0,20.0,7.0,722.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,7.5,0.0,12.0,3.0,0.0,1.0,5.0,12.0,0.0,6.0,2.0,33.3,0.75,0.25,0.17,0.5,L1,1.0,1.0,1.1,2.0,17.0,49.0,9.0,0.12,0.13,0.25,0.12,0.25
Andrej Ilic,SRB,FW,Union Berlin,24.0,16.0,11.0,937.0,10.4,7.0,0.0,7.0,6.0,1.0,1.0,1.0,0.0,0.67,0.0,0.67,0.58,0.58,4.0,0.0,14.0,8.0,8.0,3.0,3.0,2.0,0.0,27.0,11.0,40.7,2.59,1.06,0.22,0.55,L1,4.9,4.1,0.3,4.4,5.0,13.0,59.0,0.47,0.03,0.5,0.39,0.42
Jackson Irvine,AUS,MF,St. Pauli,31.0,29.0,29.0,2610.0,29.0,0.0,6.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.21,0.21,0.0,0.21,2.0,0.0,38.0,16.0,2.0,17.0,35.0,29.0,0.0,41.0,13.0,31.7,1.41,0.45,0.0,0.0,L1,3.2,3.0,3.9,7.0,19.0,117.0,58.0,0.11,0.14,0.25,0.1,0.24
Ko Itakura,JPN,DF,Gladbach,27.0,31.0,31.0,2790.0,31.0,3.0,0.0,3.0,3.0,0.0,0.0,5.0,0.0,0.1,0.0,0.1,0.1,0.1,12.0,0.0,28.0,12.0,1.0,8.0,28.0,29.0,0.0,21.0,7.0,33.3,0.68,0.23,0.14,0.43,L1,1.6,1.6,0.8,2.5,23.0,69.0,5.0,0.05,0.03,0.08,0.05,0.08
Hiroki Ito,JPN,DF,Bayern Munich,25.0,6.0,3.0,250.0,2.8,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.36,0.0,0.36,0.36,0.36,25.0,0.0,2.0,3.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,100.0,0.36,0.36,1.0,1.0,L1,0.4,0.4,0.4,0.8,3.0,18.0,6.0,0.13,0.14,0.27,0.13,0.27
Marko Ivezic,SRB,DF,Holstein Kiel,22.0,23.0,18.0,1657.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,5.0,1.0,2.0,26.0,18.0,0.0,7.0,0.0,0.0,0.38,0.0,0.0,0.0,L1,0.6,0.6,0.2,0.8,3.0,40.0,9.0,0.03,0.01,0.04,0.03,0.04
Lee Jae-sung,KOR,MF,Mainz 05,31.0,33.0,31.0,2650.0,29.4,7.0,6.0,13.0,7.0,0.0,0.0,4.0,0.0,0.24,0.2,0.44,0.24,0.44,2.5,0.0,23.0,40.0,9.0,31.0,37.0,24.0,0.0,39.0,16.0,41.0,1.32,0.54,0.18,0.44,L1,5.3,5.3,5.0,10.3,28.0,105.0,165.0,0.18,0.17,0.35,0.18,0.35
Kristijan Jakic,CRO,MF,Augsburg,27.0,31.0,27.0,2306.0,25.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.04,0.04,0.0,0.04,6.5,0.0,22.0,28.0,3.0,14.0,29.0,24.0,0.0,18.0,6.0,33.3,0.7,0.23,0.0,0.0,L1,0.8,0.8,1.2,2.0,24.0,106.0,49.0,0.03,0.05,0.08,0.03,0.08
Luca Jaquez,SUI,DF,Stuttgart,21.0,5.0,2.0,253.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.36,0.0,0.0,0.0,L1,0.2,0.2,0.0,0.2,5.0,18.0,0.0,0.08,0.0,0.08,0.08,0.08
Dominik Javorcek,SVK,"DF,MF",Holstein Kiel,21.0,13.0,4.0,386.0,4.3,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.47,0.47,0.0,0.47,0.55,0.0,7.0,6.0,1.0,21.0,5.0,0.0,0.0,1.0,0.0,0.0,0.23,0.0,0.0,0.0,L1,0.0,0.0,1.0,1.0,7.0,4.0,23.0,0.0,0.23,0.24,0.0,0.24
Finn Jeltsch,GER,DF,Stuttgart,18.0,12.0,9.0,780.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,7.0,5.0,0.0,3.0,13.0,14.0,0.0,2.0,0.0,0.0,0.23,0.0,0.0,0.0,L1,0.1,0.1,0.1,0.1,8.0,31.0,5.0,0.01,0.01,0.02,0.01,0.02
