Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Value,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,league,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1
Fredrik Jensen,FIN,MF,Augsburg,26.0,20.0,9.0,763.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,5.0,5.0,3.0,21.0,5.0,7.0,0.0,11.0,0.0,0.0,1.3,0.0,0.0,0.0,L1,0.7,0.7,0.7,1.4,16.0,20.0,58.0,0.08,0.08,0.16,0.08,0.16
Moritz Jenz,GER,DF,Mainz 05,25.0,19.0,18.0,1600.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,27.0,6.0,1.0,0.0,29.0,23.0,0.0,10.0,4.0,40.0,0.56,0.23,0.0,0.0,L1,1.6,1.6,0.3,1.8,1.0,47.0,3.0,0.09,0.01,0.1,0.09,0.1
Carl Johansson,SWE,DF,Holstein Kiel,30.0,10.0,7.0,568.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,5.0,4.0,0.0,0.0,11.0,2.0,0.0,1.0,1.0,100.0,0.16,0.16,0.0,0.0,L1,0.0,0.0,0.4,0.5,0.0,12.0,0.0,0.01,0.06,0.07,0.01,0.07
Anthony Jung,GER,DF,Werder Bremen,32.0,28.0,20.0,1898.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,15.0,2.0,4.0,26.0,21.0,0.0,1.0,0.0,0.0,0.05,0.0,0.0,0.0,L1,0.0,0.0,0.1,0.1,20.0,121.0,6.0,0.0,0.0,0.0,0.0,0.0
Josip Juranovic,CRO,"DF,MF",Union Berlin,28.0,17.0,13.0,1159.0,12.9,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.08,0.08,0.0,0.08,4.0,0.0,8.0,6.0,1.0,77.0,6.0,13.0,0.0,6.0,2.0,33.3,0.47,0.16,0.0,0.0,L1,0.3,0.3,1.8,2.1,19.0,52.0,45.0,0.02,0.14,0.16,0.02,0.16
David Jurasek,CZE,DF,Hoffenheim,23.0,14.0,6.0,619.0,6.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,5.0,0.0,1.0,2.0,1.0,55.0,7.0,3.0,0.0,5.0,2.0,40.0,0.73,0.29,0.0,0.0,L1,0.1,0.1,0.9,1.0,17.0,22.0,42.0,0.02,0.13,0.14,0.02,0.14
Yusuf Kabadayi,GER,"FW,MF",Augsburg,20.0,5.0,0.0,71.0,0.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.27,0.0,1.27,1.27,1.27,1.5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,25.0,5.07,1.27,0.25,1.0,L1,0.6,0.6,0.0,0.7,2.0,3.0,8.0,0.82,0.06,0.89,0.82,0.89
Almugera Kabar,GER,DF,Dortmund,18.0,5.0,1.0,137.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L1,0.0,0.0,0.5,0.5,5.0,6.0,2.0,0.0,0.36,0.36,0.0,0.36
Issa Kabore,BFA,"DF,FW",Werder Bremen,23.0,12.0,3.0,321.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,8.0,1.0,21.0,2.0,5.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,L1,0.7,0.7,0.8,1.5,16.0,11.0,38.0,0.19999999999999998,0.2285714285714286,0.45,0.19999999999999998,0.42857142857142855
Pavel Kaderabek,CZE,DF,Hoffenheim,32.0,24.0,18.0,1576.0,17.5,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,0.11,0.0,0.11,0.11,0.11,1.7,0.0,21.0,8.0,4.0,73.0,21.0,14.0,0.0,14.0,3.0,21.4,0.8,0.17,0.14,0.67,L1,0.8,0.8,2.0,2.7,15.0,47.0,86.0,0.04,0.11,0.16,0.04,0.16
Jakub Kaminski,POL,"DF,MF",Wolfsburg,22.0,22.0,12.0,1130.0,12.6,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.16,0.16,0.0,0.16,5.0,0.0,10.0,3.0,0.0,52.0,11.0,9.0,1.0,15.0,3.0,20.0,1.19,0.24,0.0,0.0,L1,0.9,0.9,3.3,4.2,41.0,40.0,69.0,0.07,0.26,0.34,0.07,0.34
Kevin Kampl,SVN,MF,RB Leipzig,33.0,26.0,18.0,1593.0,17.7,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.06,0.0,0.06,0.06,0.06,2.5,0.0,20.0,7.0,1.0,29.0,22.0,20.0,0.0,7.0,2.0,28.6,0.4,0.11,0.14,0.5,L1,0.8,0.8,1.4,2.2,21.0,106.0,32.0,0.05,0.08,0.13,0.05,0.13
Harry Kane,ENG,FW,Bayern Munich,31.0,31.0,28.0,2381.0,26.5,26.0,9.0,35.0,17.0,9.0,9.0,5.0,0.0,0.98,0.34,1.32,0.64,0.98,75.0,0.0,9.0,21.0,16.0,14.0,4.0,10.0,0.0,114.0,54.0,47.4,4.31,2.04,0.15,0.31,L1,20.3,13.3,5.3,18.6,29.0,97.0,143.0,0.77,0.2,0.97,0.5,0.7
Atakan Karazor,,MF,Stuttgart,27.0,32.0,31.0,2618.0,29.1,2.0,4.0,6.0,2.0,0.0,0.0,10.0,1.0,0.07,0.14,0.21,0.07,0.21,12.0,1.0,37.0,59.0,2.0,4.0,33.0,32.0,0.0,14.0,7.0,50.0,0.48,0.24,0.14,0.29,L1,2.3,2.0,2.6,4.6,19.0,140.0,33.0,0.08,0.09,0.17,0.07,0.16
Mikkel Kaufmann,DEN,FW,Heidenheim,23.0,9.0,3.0,372.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,5.0,14.0,0.0,2.0,2.0,4.0,0.0,3.0,3.0,100.0,0.73,0.73,0.0,0.0,L1,0.5,0.5,0.1,0.6,4.0,10.0,21.0,0.13,0.03,0.15,0.13,0.15
Yannik Keitel,GER,MF,Stuttgart,24.0,11.0,2.0,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,2.0,6.0,0.0,2.0,4.0,6.0,0.0,5.0,2.0,40.0,1.67,0.67,0.0,0.0,L1,0.5,0.5,0.0,0.6,2.0,11.0,3.0,0.18,0.01,0.19,0.18,0.19
Andu Kelati,GER,"MF,DF",Holstein Kiel,21.0,8.0,2.0,288.0,3.2,1.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,0.31,0.31,0.62,0.31,0.62,0.8,1.0,4.0,5.0,0.0,6.0,3.0,4.0,0.0,6.0,3.0,50.0,1.87,0.94,0.17,0.33,L1,0.9,0.9,0.8,1.7,3.0,19.0,11.0,0.27,0.26,0.53,0.27,0.53
Thomas Keller,GER,"DF,MF",Heidenheim,24.0,6.0,2.0,148.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,6.0,4.0,0.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,0.61,0.0,0.0,0.0,L1,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.01,0.0,0.01,0.01,0.01
Aljoscha Kemlein,GER,MF,Union Berlin,19.0,15.0,11.0,922.0,10.2,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.1,0.0,0.1,0.1,0.1,7.0,0.0,15.0,2.0,1.0,5.0,7.0,5.0,0.0,11.0,3.0,27.3,1.07,0.29,0.09,0.33,L1,0.9,0.9,0.6,1.5,5.0,42.0,19.0,0.09,0.06,0.15,0.09,0.15
Luca Kerber,GER,"MF,DF",Heidenheim,22.0,23.0,7.0,783.0,8.7,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.23,0.0,0.23,0.23,0.23,1.5,0.0,22.0,8.0,0.0,3.0,5.0,16.0,0.0,7.0,5.0,71.4,0.8,0.57,0.29,0.4,L1,0.6,0.6,0.7,1.3,1.0,16.0,12.0,0.07,0.08,0.15,0.07,0.15
Rani Khedira,GER,MF,Union Berlin,30.0,32.0,31.0,2723.0,30.3,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,0.03,0.03,0.07,0.03,0.07,2.5,0.0,44.0,19.0,1.0,22.0,47.0,42.0,0.0,14.0,1.0,7.1,0.46,0.03,0.07,1.0,L1,1.4,1.4,0.6,2.1,12.0,80.0,34.0,0.05,0.02,0.07,0.05,0.07
Joshua Kimmich,GER,MF,Bayern Munich,29.0,33.0,32.0,2847.0,31.6,3.0,7.0,10.0,3.0,0.0,0.0,4.0,0.0,0.09,0.22,0.32,0.09,0.32,45.0,0.0,15.0,27.0,2.0,177.0,22.0,28.0,0.0,34.0,10.0,29.4,1.07,0.32,0.09,0.3,L1,1.8,1.8,7.4,9.2,51.0,362.0,77.0,0.06,0.24,0.29,0.06,0.29
Tim Kleindienst,GER,FW,Gladbach,28.0,31.0,31.0,2737.0,30.4,16.0,7.0,23.0,15.0,1.0,2.0,5.0,1.0,0.53,0.23,0.76,0.49,0.72,17.0,1.0,75.0,25.0,23.0,15.0,13.0,15.0,0.0,75.0,39.0,52.0,2.47,1.28,0.2,0.38,L1,13.6,11.9,6.2,18.0,45.0,63.0,145.0,0.45,0.2,0.65,0.39,0.59
Lukas Klostermann,GER,DF,RB Leipzig,28.0,28.0,20.0,1838.0,20.4,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.05,0.0,0.05,0.05,0.05,8.0,0.0,13.0,7.0,0.0,12.0,25.0,14.0,0.0,4.0,2.0,50.0,0.2,0.1,0.25,0.5,L1,0.3,0.3,0.1,0.4,16.0,83.0,26.0,0.02,0.01,0.02,0.02,0.02
Ansgar Knauff,GER,"MF,DF",Eint Frankfurt,22.0,30.0,18.0,1597.0,17.7,4.0,5.0,9.0,4.0,0.0,0.0,3.0,0.0,0.23,0.28,0.51,0.23,0.51,15.0,0.0,27.0,28.0,11.0,32.0,11.0,22.0,0.0,30.0,12.0,40.0,1.69,0.68,0.13,0.33,L1,4.9,4.9,5.2,10.0,53.0,58.0,146.0,0.28,0.29,0.57,0.28,0.57
Magnus Knudsen,NOR,MF,Holstein Kiel,23.0,31.0,22.0,1850.0,20.6,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.05,0.05,0.0,0.05,2.5,0.0,27.0,10.0,0.0,7.0,10.0,30.0,0.0,12.0,4.0,33.3,0.58,0.19,0.0,0.0,L1,0.7,0.7,1.3,2.0,16.0,54.0,25.0,0.03,0.06,0.1,0.03,0.1
Robin Koch,GER,DF,Eint Frankfurt,28.0,30.0,30.0,2586.0,28.7,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.1,0.0,0.1,0.1,0.1,18.0,0.0,23.0,13.0,1.0,1.0,25.0,11.0,0.0,17.0,6.0,35.3,0.59,0.21,0.18,0.5,L1,1.7,1.7,0.2,2.0,9.0,93.0,4.0,0.06,0.01,0.07,0.06,0.07
Derrick Kohn,GHA,"DF,FW",Werder Bremen,25.0,27.0,14.0,1343.0,14.9,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.13,0.13,0.27,0.13,0.27,5.0,0.0,14.0,19.0,4.0,56.0,11.0,12.0,0.0,13.0,4.0,30.8,0.87,0.27,0.15,0.5,L1,0.7,0.7,1.6,2.4,36.0,39.0,122.0,0.05,0.11,0.16,0.05,0.16
Dominik Kohr,GER,"DF,MF",Mainz 05,30.0,28.0,28.0,2295.0,25.5,2.0,0.0,2.0,2.0,0.0,0.0,11.0,1.0,0.08,0.0,0.08,0.08,0.08,3.5,0.0,46.0,36.0,1.0,14.0,42.0,46.0,0.0,13.0,5.0,38.5,0.51,0.2,0.15,0.4,L1,1.6,1.6,0.6,2.1,26.0,101.0,31.0,0.06,0.02,0.08,0.06,0.08
Marco Komenda,CRO,DF,Holstein Kiel,27.0,19.0,17.0,1307.0,14.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,16.0,13.0,0.0,15.0,7.0,17.0,0.0,3.0,0.0,0.0,0.21,0.0,0.0,0.0,L1,0.1,0.1,0.8,0.9,13.0,53.0,16.0,0.01,0.06,0.06,0.01,0.06
Mert Komur,GER,MF,Augsburg,19.0,20.0,5.0,654.0,7.3,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.28,0.14,0.41,0.28,0.41,5.0,0.0,7.0,12.0,3.0,26.0,2.0,2.0,0.0,13.0,7.0,53.8,1.79,0.96,0.15,0.29,L1,1.1,1.1,1.5,2.6,18.0,11.0,46.0,0.16,0.2,0.36,0.16,0.36
Kacper Koscierski,GER,DF,Bochum,17.0,1.0,0.0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Henri Koudossou,GER,DF,Augsburg,24.0,21.0,4.0,748.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,7.0,5.0,2.0,24.0,14.0,9.0,0.0,2.0,0.0,0.0,0.24,0.0,0.0,0.0,L1,0.1,0.1,0.8,0.9,19.0,23.0,48.0,0.01,0.09,0.1,0.01,0.1
Konstantinos Koulierakis,GRE,DF,Wolfsburg,20.0,30.0,28.0,2468.0,27.4,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.07,0.07,0.0,0.07,25.0,0.0,24.0,13.0,2.0,13.0,32.0,22.0,0.0,22.0,3.0,13.6,0.8,0.11,0.0,0.0,L1,1.0,1.0,1.0,1.9,20.0,104.0,8.0,0.03,0.04,0.07,0.03,0.07
Andrej Kramaric,CRO,"MF,FW",Hoffenheim,33.0,32.0,32.0,2767.0,30.7,11.0,8.0,19.0,8.0,3.0,3.0,4.0,0.0,0.36,0.26,0.62,0.26,0.52,4.0,0.0,12.0,28.0,9.0,116.0,9.0,8.0,0.0,69.0,26.0,37.7,2.24,0.85,0.12,0.31,L1,11.8,9.5,4.3,13.7,75.0,143.0,202.0,0.38,0.14,0.52,0.31,0.45
Frans Kratzig,GER,DF,Stuttgart,21.0,17.0,16.0,1273.0,14.1,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.07,0.14,0.21,0.07,0.21,3.5,0.0,8.0,4.0,4.0,39.0,18.0,19.0,0.0,9.0,3.0,33.33,0.64,0.21,0.11,0.33,L1,0.6,0.6,1.8,2.5,25.0,39.0,59.0,0.04,0.13,0.17,0.04,0.18
Tom Krauss,GER,MF,Bochum,23.0,14.0,13.0,1077.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,14.0,16.0,0.0,10.0,11.0,17.0,0.0,11.0,2.0,18.2,0.92,0.17,0.0,0.0,L1,0.4,0.4,0.7,1.1,16.0,84.0,20.0,0.03,0.06,0.09,0.03,0.09
Rasmus Kristensen,DEN,DF,Eint Frankfurt,27.0,30.0,28.0,2513.0,27.9,5.0,3.0,8.0,5.0,0.0,0.0,4.0,0.0,0.18,0.11,0.29,0.18,0.29,14.0,0.0,25.0,12.0,0.0,60.0,20.0,37.0,0.0,24.0,8.0,33.3,0.86,0.29,0.21,0.63,L1,2.5,2.5,3.1,5.6,51.0,172.0,162.0,0.09,0.11,0.2,0.09,0.2
Lukas Kubler,GER,DF,Freiburg,31.0,28.0,22.0,1842.0,20.5,5.0,1.0,6.0,5.0,0.0,0.0,5.0,0.0,0.24,0.05,0.29,0.24,0.29,1.5,0.0,25.0,23.0,1.0,30.0,48.0,20.0,0.0,18.0,11.0,61.1,0.88,0.54,0.28,0.45,L1,2.7,2.7,0.8,3.5,24.0,78.0,49.0,0.13,0.04,0.17,0.13,0.17
Jonah Kusi-Asare,SWE,FW,Bayern Munich,17.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,0.0,0.0,L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,1.12,1.12,1.12
Moritz-Broni Kwarteng,GHA,"MF,FW",Bochum,26.0,7.0,0.0,172.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,3.0,0.0,6.0,1.0,16.7,3.14,0.52,0.0,0.0,L1,0.2,0.2,0.2,0.4,4.0,12.0,16.0,0.1,0.09,0.19,0.1,0.19
Konrad Laimer,AUT,DF,Bayern Munich,27.0,29.0,19.0,1699.0,18.9,2.0,2.0,4.0,2.0,0.0,0.0,8.0,0.0,0.11,0.11,0.21,0.11,0.21,25.0,0.0,35.0,12.0,1.0,21.0,5.0,24.0,0.0,18.0,6.0,33.3,0.95,0.32,0.11,0.33,L1,2.1,2.1,2.7,4.8,87.0,141.0,113.0,0.11,0.14,0.25,0.11,0.25
Stefan Lainer,AUT,DF,Gladbach,31.0,21.0,6.0,757.0,8.4,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.12,0.0,0.12,0.12,0.12,1.2,0.0,11.0,6.0,3.0,29.0,12.0,13.0,1.0,4.0,1.0,25.0,0.48,0.12,0.25,1.0,L1,0.3,0.3,1.0,1.3,25.0,25.0,32.0,0.04,0.12,0.15,0.04,0.15
Hugo Larsson,SWE,MF,Eint Frankfurt,20.0,33.0,28.0,2393.0,26.6,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,0.11,0.04,0.15,0.11,0.15,40.0,0.0,21.0,5.0,2.0,8.0,33.0,29.0,0.0,21.0,10.0,47.6,0.79,0.38,0.14,0.3,L1,3.1,3.1,2.1,5.2,16.0,121.0,33.0,0.12,0.08,0.19,0.12,0.19
Diogo Leite,POR,DF,Union Berlin,25.0,30.0,29.0,2546.0,28.3,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,0.04,0.07,0.11,0.04,0.11,17.0,0.0,25.0,37.0,2.0,9.0,53.0,34.0,1.0,18.0,8.0,44.4,0.64,0.28,0.06,0.13,L1,1.4,1.4,1.0,2.4,20.0,116.0,16.0,0.05,0.04,0.08,0.05,0.08
Maxim Leitsch,GER,DF,Mainz 05,26.0,14.0,6.0,674.0,7.5,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.13,0.0,0.13,0.13,0.13,1.5,0.0,10.0,4.0,0.0,3.0,8.0,4.0,0.0,6.0,1.0,16.7,0.8,0.13,0.17,1.0,L1,1.2,1.2,0.2,1.4,4.0,25.0,5.0,0.16,0.03,0.19,0.16,0.19
Jamie Leweling,GER,"MF,FW",Stuttgart,23.0,27.0,22.0,1663.0,18.5,2.0,2.0,4.0,2.0,0.0,0.0,4.0,0.0,0.11,0.11,0.22,0.11,0.22,20.0,0.0,17.0,29.0,4.0,57.0,11.0,7.0,0.0,29.0,16.0,55.2,1.57,0.87,0.07,0.13,L1,1.6,1.6,3.8,5.4,55.0,51.0,164.0,0.08,0.21,0.29,0.08,0.29
Philipp Lienhart,AUT,DF,Freiburg,28.0,32.0,31.0,2770.0,30.8,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.03,0.0,0.03,0.03,0.03,12.0,0.0,22.0,19.0,3.0,8.0,31.0,13.0,0.0,8.0,1.0,12.5,0.26,0.03,0.13,1.0,L1,0.5,0.5,0.8,1.2,44.0,138.0,9.0,0.02,0.02,0.04,0.02,0.04
Marin Ljubicic,CRO,"FW,MF",Union Berlin,22.0,13.0,1.0,281.0,3.1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.32,0.32,0.64,0.32,0.64,4.0,0.0,9.0,8.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,50.0,0.64,0.32,0.5,1.0,L1,0.4,0.4,0.6,1.1,1.0,6.0,19.0,0.14,0.2,0.34,0.14,0.34
Anthony Losilla,FRA,MF,Bochum,38.0,21.0,13.0,1137.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,18.0,9.0,1.0,4.0,18.0,15.0,0.0,5.0,0.0,0.0,0.4,0.0,0.0,0.0,L1,0.1,0.1,0.4,0.5,3.0,45.0,11.0,0.01,0.03,0.04,0.01,0.04
Yannik Luhrs,GER,DF,Dortmund,20.0,3.0,1.0,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L1,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.03,0.03,0.0,0.03
Castello Lukeba,FRA,DF,RB Leipzig,21.0,23.0,18.0,1577.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,12.0,15.0,0.0,11.0,18.0,18.0,0.0,4.0,1.0,25.0,0.23,0.06,0.0,0.0,L1,0.4,0.4,0.2,0.6,18.0,80.0,23.0,0.02,0.01,0.04,0.02,0.04
Senne Lynen,BEL,MF,Werder Bremen,25.0,32.0,32.0,2733.0,30.4,0.0,1.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.03,0.03,0.0,0.03,9.0,0.0,39.0,25.0,0.0,5.0,64.0,38.0,0.0,24.0,3.0,12.5,0.79,0.1,0.0,0.0,L1,1.1,1.1,0.6,1.7,9.0,91.0,28.0,0.04,0.02,0.06,0.04,0.06
Shuto Machino,JPN,"FW,MF",Holstein Kiel,24.0,32.0,23.0,1953.0,21.7,11.0,2.0,13.0,9.0,2.0,2.0,2.0,0.0,0.51,0.09,0.6,0.41,0.51,5.0,0.0,20.0,25.0,9.0,33.0,7.0,5.0,0.0,51.0,23.0,45.1,2.35,1.06,0.18,0.39,L1,6.5,4.9,3.0,7.9,30.0,59.0,108.0,0.3,0.14,0.44,0.23,0.36
Arne Maier,GER,MF,Augsburg,25.0,28.0,7.0,938.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,7.0,0.0,68.0,6.0,6.0,0.0,18.0,6.0,33.3,1.73,0.58,0.0,0.0,L1,1.5,1.5,1.5,3.0,19.0,44.0,56.0,0.15,0.14,0.29,0.15,0.29
Patrick Mainka,GER,DF,Heidenheim,29.0,34.0,34.0,3060.0,34.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.03,0.03,0.06,0.03,0.06,3.0,0.0,17.0,21.0,2.0,5.0,65.0,32.0,0.0,25.0,9.0,36.0,0.74,0.26,0.04,0.11,L1,1.9,1.9,0.3,2.3,21.0,102.0,12.0,0.06,0.01,0.07,0.06,0.07
Lovro Majer,CRO,MF,Wolfsburg,26.0,9.0,3.0,304.0,3.4,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.59,0.3,0.89,0.3,0.59,17.0,0.0,6.0,6.0,0.0,16.0,1.0,2.0,0.0,7.0,5.0,71.4,2.07,1.48,0.14,0.2,L1,1.4,0.6,1.1,1.7,8.0,17.0,10.0,0.41,0.31,0.72,0.18,0.49
Jordy Makengo,FRA,DF,Freiburg,22.0,19.0,7.0,745.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,6.0,2.0,25.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L1,0.0,0.0,0.2,0.2,9.0,15.0,35.0,0.0,0.03,0.03,0.0,0.03
Jarzinho Malanga,GER,DF,Stuttgart,18.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Julian Malatini,ARG,DF,Werder Bremen,23.0,10.0,5.0,454.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.2,0.2,0.4,0.2,0.4,2.5,0.0,9.0,5.0,0.0,3.0,7.0,9.0,0.0,3.0,1.0,33.3,0.59,0.2,0.33,1.0,L1,0.2,0.2,0.5,0.7,8.0,24.0,4.0,0.05,0.09,0.14,0.05,0.14
Lennard Maloney,USA,MF,Mainz 05,24.0,16.0,10.0,786.0,8.700000000000001,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,13.0,4.0,1.0,0.0,13.0,14.0,0.0,3.0,0.0,0.0,0.34,0.0,0.0,0.0,L1,0.3,0.3,0.0,0.4,2.0,14.0,0.0,0.03,0.0,0.03,0.03,0.05
Johan Manzambi,SUI,"FW,MF",Freiburg,18.0,11.0,4.0,335.0,3.7,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,0.54,0.27,0.81,0.54,0.81,8.0,0.0,7.0,7.0,0.0,5.0,4.0,3.0,0.0,11.0,3.0,27.3,2.96,0.81,0.18,0.67,L1,1.3,1.3,0.4,1.8,7.0,10.0,12.0,0.36,0.12,0.47,0.36,0.47
Giorgos Masouras,GRE,"FW,MF",Bochum,30.0,14.0,12.0,1055.0,11.7,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,0.17,0.09,0.26,0.17,0.26,2.0,0.0,12.0,10.0,15.0,27.0,4.0,10.0,0.0,30.0,15.0,50.0,2.56,1.28,0.07,0.13,L1,3.9,3.9,1.1,5.0,26.0,19.0,82.0,0.33,0.09,0.43,0.33,0.43
Erhan Masovic,SRB,DF,Bochum,25.0,16.0,10.0,910.0,10.1,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.1,0.1,0.2,0.1,0.2,2.0,0.0,12.0,4.0,0.0,0.0,12.0,10.0,0.0,7.0,4.0,57.1,0.69,0.4,0.14,0.25,L1,0.6,0.6,0.9,1.5,1.0,35.0,4.0,0.06,0.09,0.15,0.06,0.15
