Player,Nation,Pos,Squad,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,Value,2CrdY,Fls,Fld,Off,Crs,Int,TklW,OG,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT
Joel Fameyeh,GHA,FW,Rubin Kazan,27,3,1,108,1.2,1,0,1,0,1,1,0,0,0.83,0.0,0.83,0.0,0.0,0.75,0,2,3,0,4,0,0,0,2,1,50.0,1.67,0.83,0.0,0.0
Edgardo Farina,PAN,DF,FC Khimki,22,14,11,1079,12.0,3,0,3,3,0,0,7,1,0.25,0.0,0.25,0.25,0.25,1.0,0,14,8,1,2,19,17,0,11,4,36.4,0.92,0.33,0.27,0.75
Lucas Fasson,BRA,"DF,MF",Loko Moscow,23,11,10,935,10.4,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,3.0,0,11,5,0,4,8,11,0,5,1,20.0,0.48,0.1,0.0,0.0
Abbosbek Fayzullayev,UZB,"FW,MF",CSKA Moscow,20,27,20,1811,20.1,3,4,7,3,0,0,5,0,0.15,0.2,0.35,0.15,0.35,8.0,0,35,38,2,76,12,32,0,40,20,50.0,1.99,0.99,0.08,0.15
Dani Fernandez,ESP,DF,FC Khimki,27,20,20,1747,19.4,0,2,2,0,0,0,5,0,0.0,0.1,0.1,0.0,0.1,0.8,0,26,19,2,42,13,20,0,5,3,60.0,0.26,0.15,0.0,0.0
Roberto Fernandez,PAR,DF,Dynamo Mosc,24,20,19,1628,18.1,1,1,2,1,0,0,6,0,0.06,0.06,0.11,0.06,0.11,3.5,0,26,11,1,6,19,36,0,14,5,35.7,0.77,0.28,0.07,0.2
Oleksandr Filin,RUS,DF,FC Khimki,28,30,30,2700,30.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0,24,31,3,7,31,30,0,7,2,28.6,0.23,0.07,0.0,0.0
Gabriel Florentin,ARG,MF,Orenburg,25,4,4,265,2.9,0,2,2,0,0,0,0,0,0.0,0.68,0.68,0.0,0.68,1.5,0,3,5,0,9,1,5,0,9,2,22.2,3.06,0.68,0.0,0.0
Daniil Fomin,RUS,MF,Dynamo Mosc,27,26,23,2039,22.7,5,2,7,5,0,0,5,1,0.22,0.09,0.31,0.22,0.31,8.0,0,37,26,3,15,19,20,0,44,17,38.6,1.94,0.75,0.11,0.29
Albert Gabaraev,RUS,DF,Fakel Voronezh,26,3,2,206,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0,1,2,1,2,3,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Abakar Gadzhiev,RUS,FW,D'mo Makhachkala,20,28,9,1003,11.1,1,0,1,1,0,0,5,0,0.09,0.0,0.09,0.09,0.09,0.6,0,25,14,1,47,10,16,0,27,5,18.5,2.42,0.45,0.04,0.2
Shamil Gadzhiev,RUS,MF,D'mo Makhachkala,19,2,0,7,0.1,1,0,1,1,0,0,0,0,12.86,0.0,12.86,12.86,12.86,0.075,0,0,0,0,0,0,0,0,3,1,33.3,38.57,12.86,0.33,1.0
Luka Gagnidze,GEO,MF,Dynamo Mosc,21,12,1,242,2.7,2,0,2,2,0,0,1,0,0.74,0.0,0.74,0.74,0.74,1.2,0,2,3,0,0,3,3,0,7,4,57.14,2.59,1.48,0.29,0.5
Adolfo Gaich,ARG,FW,CSKA Moscow,25,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.4,0,1,2,1,0,0,1,0,1,1,100.0,8.18,8.18,0.0,0.0
Milan Gajic,SRB,"MF,DF",CSKA Moscow,28,21,13,1254,13.9,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,4.0,0,23,5,2,33,6,8,0,6,1,16.7,0.43,0.07,0.0,0.0
Thomas Galdames,CHI,DF,Samara,25,21,14,1249,13.9,3,2,5,3,0,0,3,0,0.22,0.14,0.36,0.22,0.36,2.0,0,18,14,0,82,10,15,0,15,6,40.0,1.08,0.43,0.2,0.5
Artur Galoyan,ARM,MF,FK Akron Tolyatti,25,7,0,188,2.1,1,1,2,1,0,0,1,0,0.48,0.48,0.96,0.48,0.96,0.5,0,3,3,0,19,1,5,0,8,3,37.5,3.83,1.44,0.13,0.33
Ilya Gaponov,RUS,DF,Samara,26,9,8,650,7.2,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.6,0,4,1,1,0,6,6,0,1,0,0.0,0.14,0.0,0.0,0.0
Levi Garcia,TRI,"FW,MF",Spartak Moscow,26,11,5,628,7.0,1,0,1,1,0,0,0,0,0.14,0.0,0.14,0.14,0.14,12.0,0,11,11,3,5,0,1,0,26,10,38.5,3.73,1.43,0.04,0.1
Benjami­n Garre,ARG,MF,Samara,24,14,11,911,10.1,1,0,1,0,1,1,2,0,0.1,0.0,0.1,0.0,0.0,6.0,0,16,23,0,47,14,14,0,14,3,21.4,1.38,0.3,0.0,0.0
Yuri Gazinskiy,RUS,MF,Krasnodar,35,3,0,15,0.2,1,0,1,1,0,0,0,0,6.0,0.0,6.0,6.0,6.0,0.2,0,0,0,0,0,0,0,0,1,1,100.0,6.0,6.0,1.0,1.0
Nader Ghandri,TUN,DF,Akhmat Grozny,29,22,19,1717,19.1,3,0,3,2,1,2,10,0,0.16,0.0,0.16,0.1,0.1,0.9,0,27,29,3,6,33,17,0,29,11,37.9,1.52,0.58,0.07,0.18
Mohammed Ghorbani,IRN,MF,Orenburg,23,18,15,1354,15.0,1,0,1,1,0,0,3,0,0.07,0.0,0.07,0.07,0.07,1.3,0,21,12,2,4,13,17,0,22,5,22.7,1.46,0.33,0.05,0.2
Nikolai Giorgobiani,RUS,"MF,FW",Fakel Voronezh,27,16,3,538,6.0,2,1,3,2,0,0,1,0,0.33,0.17,0.5,0.33,0.5,0.5,0,6,16,2,38,2,4,0,10,5,50.0,1.67,0.84,0.2,0.4
Yaroslav Gladyshev,RUS,"MF,FW",Dynamo Mosc,21,28,19,1686,18.7,10,5,15,10,0,0,1,0,0.53,0.27,0.8,0.53,0.8,4.0,0,24,25,7,22,13,12,0,64,33,51.6,3.42,1.76,0.16,0.3
Dan Glazer,ISR,MF,Nizhny Novgorod,27,10,6,510,5.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0,7,6,0,0,18,7,0,0,0,0.0,0.0,0.0,0.0,0.0
Danil Glebov,RUS,MF,Rostov,24,27,26,2345,26.1,2,2,4,2,0,0,3,0,0.08,0.08,0.15,0.08,0.15,8.0,0,17,31,0,25,34,24,0,32,6,18.75,1.23,0.23,0.06,0.33
Kirill Glebov,RUS,FW,CSKA Moscow,18,15,4,444,4.9,1,1,2,1,0,0,1,0,0.2,0.2,0.41,0.2,0.41,1.5,0,10,10,1,6,6,6,0,11,5,45.5,2.23,1.01,0.09,0.2
Denis Glushakov,RUS,MF,FC Khimki,37,5,0,51,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,4,0,0.0,7.06,0.0,0.0,0.0
Kirill Glushchenkov,RUS,MF,Nizhny Novgorod,24,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Maksim Glushenkov,RUS,MF,Zenit,25,20,18,1264,14.0,9,2,11,9,0,0,3,0,0.64,0.14,0.78,0.64,0.78,14.0,0,17,29,8,81,7,13,0,49,25,51.0,3.49,1.78,0.18,0.36
Nikita Glushkov,RUS,MF,D'mo Makhachkala,25,27,27,2330,25.9,0,0,0,0,0,0,9,0,0.0,0.0,0.0,0.0,0.0,0.9,0,30,37,1,13,73,39,0,10,1,10.0,0.39,0.04,0.0,0.0
Danila Godiaev,RUS,MF,Loko Moscow,20,10,7,519,5.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.5,0,15,11,0,3,5,5,0,1,0,0.0,0.17,0.0,0.0,0.0
Leo Goglichidze,RUS,DF,Akhmat Grozny,27,4,2,203,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0,4,2,1,4,1,8,0,2,0,0.0,0.89,0.0,0.0,0.0
Cedric Gogoua,CIV,DF,FC Khimki,30,3,3,175,1.9,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.15,0,3,2,0,0,2,1,0,0,0,0.0,0.0,0.0,0.0,0.0
Yegor Golenkov,RUS,FW,Rostov,25,25,10,1125,12.5,5,2,7,5,0,0,4,0,0.4,0.16,0.56,0.4,0.56,2.5,0,17,9,6,1,7,1,0,45,17,37.8,3.6,1.36,0.11,0.29
Petar Golubovic,SRB,"DF,MF",FC Khimki,30,16,9,886,9.8,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,0.35,0,14,12,0,14,17,9,0,5,1,20.0,0.51,0.1,0.0,0.0
Luciano Gondou,ARG,"FW,MF",Zenit,23,23,16,1408,15.6,10,1,11,10,0,0,3,0,0.64,0.06,0.7,0.64,0.7,12.0,0,20,28,6,12,6,15,0,50,22,44.0,3.2,1.41,0.2,0.45
Giovanni Gonzalez,URU,DF,Krasnodar,29,22,9,1043,11.6,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,2.5,0,14,14,0,34,20,16,0,6,0,0.0,0.52,0.0,0.0,0.0
Yuri Gorshkov,RUS,"MF,DF",Zenit,25,15,3,505,5.6,0,1,1,0,0,0,0,0,0.0,0.18,0.18,0.0,0.18,2.0,0,6,6,0,19,4,5,0,3,1,33.3,0.53,0.18,0.0,0.0
Kirill Gotsuk,RUS,DF,Nizhny Novgorod,31,25,18,1683,18.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0,21,12,5,0,16,11,0,10,0,0.0,0.53,0.0,0.0,0.0
Sergei Gribov,RUS,FW,FK Akron Tolyatti,19,9,2,234,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.25,0,9,4,1,0,0,1,0,1,0,0.0,0.38,0.0,0.0,0.0
Aleksei Gritsayenko,RUS,DF,Rubin Kazan,29,24,23,2029,22.5,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,1.8,1,22,17,0,1,44,18,0,6,0,0.0,0.27,0.0,0.0,0.0
Vyacheslav Grulyov,RUS,"FW,MF",Nizhny Novgorod,25,17,11,732,8.2,5,0,5,4,1,1,1,0,0.61,0.0,0.61,0.49,0.49,1.2,0,11,12,0,7,5,3,0,22,11,50.0,2.68,1.34,0.23,0.45
Saul Guarirapa,VEN,FW,CSKA Moscow,21,20,8,906,10.1,5,0,5,5,0,0,4,0,0.5,0.0,0.5,0.5,0.5,1.5,0,16,13,4,9,0,3,0,30,11,36.7,2.98,1.09,0.17,0.45
Vitali Gudiyev,RUS,GK,Fakel Voronezh,29,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.4,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Emircan Gurluk,TUR,MF,Orenburg,20,23,11,1012,11.2,2,3,5,2,0,0,0,0,0.18,0.27,0.44,0.18,0.44,0.6,0,13,17,1,46,7,8,0,31,14,45.2,2.76,1.25,0.06,0.14
Hidajet Hankic,BIH,GK,Rostov,30,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Luiz Henrique,BRA,MF,Zenit,23,11,11,957,10.6,2,2,4,2,0,0,2,0,0.19,0.19,0.38,0.19,0.38,25.0,0,15,29,1,15,8,12,0,31,8,25.8,2.92,0.75,0.06,0.25
Veldin Hodza,KVX,MF,Rubin Kazan,21,22,15,1266,14.1,2,0,2,2,0,0,5,0,0.14,0.0,0.14,0.14,0.14,3.0,0,35,15,0,13,6,23,0,18,5,27.8,1.28,0.36,0.11,0.4
Javad Hosseinnezhad,IRN,"MF,FW",D'mo Makhachkala,21,24,12,1053,11.7,3,3,6,3,0,0,3,0,0.26,0.26,0.51,0.26,0.51,0.9,0,14,23,2,39,10,12,0,31,8,25.8,2.65,0.68,0.1,0.38
Turpal Ibishev,RUS,DF,Akhmat Grozny,22,17,17,1467,16.3,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.5,0,12,15,0,0,15,20,0,15,2,13.3,0.92,0.12,0.0,0.0
German Ignatov,RUS,DF,Rostov,18,10,6,551,6.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.5,0,4,2,0,16,8,7,0,5,0,0.0,0.82,0.0,0.0,0.0
Mikhail Ignatov,RUS,"MF,FW",Spartak Moscow,24,9,2,216,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0,4,2,5,5,0,0,0,8,1,12.5,3.33,0.42,0.0,0.0
Vladimir Ilyin,RUS,FW,Fakel Voronezh,32,25,23,1855,20.6,3,1,4,1,2,2,5,0,0.15,0.05,0.19,0.05,0.1,0.5,0,31,16,4,10,11,6,0,42,13,31.0,2.04,0.63,0.02,0.08
Oleg Isaenko,RUS,DF,FC Khimki,24,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.35,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Wilson Isidor,FRA,"FW,MF",Zenit,23,3,0,62,0.7,1,0,1,1,0,0,0,0,1.45,0.0,1.45,1.45,1.45,12.0,0,1,1,0,0,0,0,0,4,2,50.0,5.81,2.9,0.25,0.5
Dmytro Ivanisenya,UKR,MF,Samara,30,15,2,383,4.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.4,0,4,3,0,2,2,6,0,2,2,100.0,0.47,0.47,0.0,0.0
Oleg Ivanov,RUS,MF,Rubin Kazan,37,28,2,611,6.8,0,2,2,0,0,0,3,0,0.0,0.29,0.29,0.0,0.29,0.1,0,7,7,0,9,6,9,0,6,4,66.7,0.88,0.59,0.0,0.0
Andrei Ivlev,RUS,MF,Fakel Voronezh,17,21,10,935,10.4,0,2,2,0,0,0,1,0,0.0,0.19,0.19,0.0,0.19,0.4,0,9,11,1,37,6,13,0,14,2,14.3,1.35,0.19,0.0,0.0
Uguchukwu Iwu,ARM,MF,Rubin Kazan,24,26,25,2142,23.8,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0.0,2.5,0,29,12,0,6,31,37,0,16,0,0.0,0.67,0.0,0.0,0.0
Bogdan Jocic,SRB,MF,Rubin Kazan,23,15,11,881,9.8,2,3,5,2,0,0,1,0,0.2,0.31,0.51,0.2,0.51,0.8,0,21,7,0,3,14,13,0,12,4,33.3,1.23,0.41,0.17,0.5
Willian Jose,BRA,FW,Spartak Moscow,32,7,0,144,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.8,0,0,1,2,0,0,2,0,7,1,14.3,4.37,0.62,0.0,0.0
Aleksandar Jukic,AUT,"MF,FW",Rubin Kazan,24,4,3,252,2.8,1,0,1,1,0,0,1,0,0.36,0.0,0.36,0.36,0.36,0.6,0,1,3,0,10,1,2,0,4,2,50.0,1.43,0.71,0.25,0.5
Dmitri Kabutov,RUS,"DF,MF",Rubin Kazan,32,28,28,2457,27.3,1,6,7,1,0,0,7,1,0.04,0.22,0.26,0.04,0.26,0.8,1,43,41,0,165,31,44,0,31,4,12.9,1.14,0.15,0.03,0.25
Soslan Kagermazov,RUS,"MF,DF",D'mo Makhachkala,27,24,19,1720,19.1,1,2,3,1,0,0,3,0,0.05,0.1,0.16,0.05,0.16,0.7,0,17,22,1,40,21,36,0,6,2,33.3,0.31,0.1,0.17,0.5
Nikita Kakkoyev,RUS,"DF,MF",Nizhny Novgorod,24,26,24,2070,23.0,0,2,2,0,0,0,6,1,0.0,0.09,0.09,0.0,0.09,1.2,0,27,36,1,12,30,53,0,16,7,43.8,0.7,0.3,0.0,0.0
Ihor Kalinin,UKR,"DF,MF",Fakel Voronezh,28,23,18,1653,18.4,0,1,1,0,0,0,5,0,0.0,0.05,0.05,0.0,0.05,0.7,0,24,29,0,135,22,21,0,8,1,12.5,0.44,0.05,0.0,0.0
Nikolay Kalinsky,RUS,MF,Nizhny Novgorod,30,22,19,1692,18.8,1,2,3,0,1,2,4,0,0.05,0.11,0.16,0.0,0.11,1.2,0,15,20,0,103,24,17,0,20,6,30.0,1.06,0.32,0.0,0.0
Vladislav Kamilov,RUS,MF,Akhmat Grozny,28,25,13,1343,14.9,2,1,3,2,0,0,5,1,0.13,0.07,0.2,0.13,0.2,0.8,0,33,28,1,19,22,14,0,12,2,16.7,0.8,0.13,0.17,1.0
Kirill Kaplenko,BLR,MF,FC Khimki,25,5,2,150,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.5,0,2,0,0,0,2,2,0,1,0,0.0,0.6,0.0,0.0,0.0
Vladislav Karapuzov,RUS,"FW,DF",Nizhny Novgorod,24,15,5,590,6.6,0,0,0,0,0,0,3,1,0.0,0.0,0.0,0.0,0.0,0.4,0,9,7,0,33,4,8,0,7,2,28.6,1.07,0.31,0.0,0.0
